,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
235,MATH4204,Algebraic Topology Honours,Second Semester,Undergraduate,6.0,In Person,2014
236,COMP3600,Algorithms,Second Semester,Undergraduate,6.0,In Person,2014
237,COMP6466,Algorithms,Second Semester,Postgraduate,6.0,In Person,2014
238,COMP8400,Algorithms and Techniques for Data Mining,First Semester,Postgraduate,6.0,In Person,2014
239,MUSI2215,All Shook Up: A History of Rock 'n' Roll,,Undergraduate,6.0,In Person,2014
240,CHIN3116,Alternative Readings of Chinese Masterpieces,,Undergraduate,6.0,In Person,2014
241,CHIN6116,Alternative Readings of Chinese Masterpieces,,Postgraduate,6.0,In Person,2014
242,HIST2126,American Sixties,,Undergraduate,6.0,In Person,2014
243,HIST6126,American Sixties,,Postgraduate,6.0,In Person,2014
244,HIST2107,American Voices: Aspects of Social Thought in the United States,,Undergraduate,6.0,In Person,2014
245,HIST6107,"American Voices: Aspects of Social Thought in the United States, 1900-1990",,Postgraduate,6.0,In Person,2014
246,ARCH8104,An Introduction to Cultural and Environmental Heritage,First Semester,Postgraduate,6.0,In Person,2014
247,EMSC8012,An Introduction to Inverse Problems in the Earth Sciences,,Postgraduate,6.0,In Person,2014
248,POLS1007,An Introduction to Latin American Studies,Second Semester,Undergraduate,6.0,In Person,2014
249,PASI2020,An introduction to Languages of the Pacific,,Undergraduate,6.0,In Person,2014
250,PASI6020,An introduction to Languages of the Pacific,,Postgraduate,6.0,In Person,2014
251,MATH2320,Analysis 1 Honours: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2014
252,MATH6110,Analysis 1: Metric spaces and Applications,First Semester,Postgraduate,6.0,In Person,2014
253,MATH3320,"Analysis 2 Honours: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Undergraduate,6.0,In Person,2014
254,MATH6212,"Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Postgraduate,6.0,In Person,2014
255,MATH3325,"Analysis 3 Honours: Functional analysis, Spectral theory and Applications",Second Semester,Undergraduate,6.0,In Person,2014
256,MATH6214,"Analysis 3: Functional Analysis, Spectral theory and Applications",Second Semester,Postgraduate,6.0,In Person,2014
257,BIOL6019,Analysis Tools for Population Genetics,,Postgraduate,6.0,In Person,2014
258,BIOL3159,Analysis Tools for Population Genetics,,Undergraduate,6.0,In Person,2014
259,BUSN8007,Analysis of Financial Reporting,First Semester,Postgraduate,6.0,In Person,2014
260,BIAN3016,Analysis of Mammalian Remains,,Undergraduate,6.0,In Person,2014
261,BIAN6518,Analysis of Mammalian Remains,,Postgraduate,6.0,In Person,2014
262,POPH8313,Analysis of Public Health Data,Second Semester,Postgraduate,6.0,In Person,2014
263,POPH8913,Analysis of Public Health Data,,Research,6.0,In Person,2014
264,ARCH6126,Analytical Methods for Anthropology and Archaeology,Second Semester,Postgraduate,3.0,In Person,2014
265,EMSC8022,Analytical Techniques,,Postgraduate,6.0,In Person,2014
266,ANCH1013,Ancient Athens: democracy and empire,First Semester,Undergraduate,6.0,In Person,2014
267,GREK4005P,Ancient Greek IV Honours,First Semester/Second Semester,Undergraduate,12.0,In Person,2014
268,GREK4005F,Ancient Greek IV Honours,First Semester/Second Semester,Undergraduate,12.0,In Person,2014
269,BIAN3125,Ancient Health & Disease,Second Semester,Undergraduate,6.0,In Person,2014
270,BIAN6512,Ancient Health & Disease,Second Semester,Postgraduate,6.0,In Person,2014
271,ANCH4005P,Ancient History IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2014
272,ANCH4005F,Ancient History IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2014
273,BIAN6519,Ancient Medicine,Second Semester,Postgraduate,6.0,In Person,2014
274,BIAN2130,Ancient Medicine,Second Semester,Undergraduate,6.0,In Person,2014
275,ANCH2021,Ancient World in Film,,Undergraduate,6.0,In Person,2014
276,ANCH6013,Ancient World in Film,,Postgraduate,6.0,In Person,2014
277,ARCH6108,"Animals, Plants & People",Second Semester,Postgraduate,6.0,In Person,2014
278,ARCH2108,"Animals, Plants and People",Second Semester,Undergraduate,6.0,In Person,2014
279,ARTV6000,Animation,First Semester/Second Semester,Postgraduate,6.0,In Person,2014
280,DART8114,Animation Elements for Digital Visual Effects 1,First Semester/Second Semester,Postgraduate,6.0,In Person,2014
281,ARTV3101,Animation and Video 5,First Semester,Undergraduate,12.0,In Person,2014
282,ARTV3102,Animation and Video 6,Second Semester,Undergraduate,12.0,In Person,2014
283,ARTV3616,Animation and Video 8: Independent Work Proposal,Second Semester,Undergraduate,6.0,In Person,2014
284,ARTV2610,Animation and Video: 3D Animation and Character Development,First Semester,Undergraduate,6.0,In Person,2014
285,ARTV2614,Animation and Video: 3D and 2D Animation,Second Semester,Undergraduate,6.0,In Person,2014
286,ARTV1104,Animation and Video: Digital Equipment and Studios,Second Semester,Undergraduate,6.0,In Person,2014
287,ARTV3615,Animation and Video: Project Development.,First Semester,Undergraduate,6.0,In Person,2014
288,ARTV1103,Animation and Video: The Digital Workspace,First Semester,Undergraduate,6.0,In Person,2014
289,ARTV2609,Animation and Video: Video Camera and Storyboarding,First Semester,Undergraduate,6.0,In Person,2014
290,ARTV2613,Animation and Video: Video Production,Second Semester,Undergraduate,6.0,In Person,2014
291,ARTV2615,Animation: Creative Possibilities,First Semester,Undergraduate,6.0,In Person,2014
292,ARTV2616,Animation: Creative Project Research and Development,Second Semester,Undergraduate,6.0,In Person,2014
