,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
22,CBEA8001,ANU College of Business and Economics Sub-Thesis,First Semester/Second Semester,Postgraduate,18.0,In Person,2016
23,EXTN1001A,ANU Extension Astrophysics A,Autumn Session,Undergraduate,0.0,In Person,2016
24,EXTN1001B,ANU Extension Astrophysics B,Autumn Session,Undergraduate,6.0,In Person,2016
25,EXTN1002A,ANU Extension Chemistry A,Autumn Session,Undergraduate,0.0,In Person,2016
26,EXTN1002B,ANU Extension Chemistry B,Autumn Session,Undergraduate,6.0,In Person,2016
27,EXTN1004A,ANU Extension Conservation Biology A,Autumn Session,Undergraduate,0.0,In Person,2016
28,EXTN1004B,ANU Extension Conservation Biology B,Autumn Session,Undergraduate,6.0,In Person,2016
29,EXTN1012A,ANU Extension Maths A,Autumn Session,Undergraduate,0.0,In Person,2016
30,EXTN1012B,ANU Extension Maths B,Autumn Session,Undergraduate,6.0,In Person,2016
31,EXTN1011A,ANU Extension Physics A,Autumn Session,Undergraduate,0.0,In Person,2016
32,EXTN1011B,ANU Extension Physics B,Autumn Session,Undergraduate,6.0,In Person,2016
33,SCNC5922,ANU/NUS JD (Band 2 NP),First Semester/Second Semester,Undergraduate,6.0,In Person,2016
34,PHYS8011,ANU/NUS Study Program I,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
35,PHYS8012,ANU/NUS Study Program II,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
36,ASGS1106,ASGS1106 Support For Microeconomics 1,Second Semester,Undergraduate,6.0,In Person,2016
37,ASGS1107,ASGS1107 Support for Communication For Business,Second Semester,Undergraduate,6.0,In Person,2016
38,PSYC3025,Abnormal Psychology across the Life Span,First Semester,Undergraduate,6.0,In Person,2016
39,ANTH7002,Aboriginal Studies Sub-thesis,,Postgraduate,18.0,In Person,2016
40,ANTH7003,Aboriginal Studies Sub-thesis (Part-Time),,Postgraduate,9.0,In Person,2016
41,ABST8900P,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2016
42,ABST9000F,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2016
43,ABST9000P,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2016
44,ABST8900F,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2016
45,ARTH2098,Aboriginal and Torres Strait Islander Art,Summer Session,Undergraduate,6.0,In Person,2016
46,ARTH6598,Aboriginal and Torres Strait Islander Art,Summer Session,Postgraduate,6.0,In Person,2016
47,DEMO6925,Academic Skills for Social Scientists,,Postgraduate,6.0,In Person,2016
48,PHYS8203,Accelerators and their application,First Semester,Postgraduate,6.0,In Person,2016
49,LAWS8334,Access to Justice in Global and Local Contexts,,Postgraduate,6.0,In Person,2016
50,PREP1103,Accounting,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
51,BUSN4500,Accounting Honours Thesis,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
52,ACCT4004F,Accounting IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2016
53,ACCT4004P,Accounting IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2016
54,INFS2005,Accounting Information Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
55,INFS7004,Accounting Information Systems,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
56,BUSN1002,Accounting Processes and Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
57,BUSN3001,Accounting Theory,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
58,LEGW8100,Accounts,Summer Session/Autumn Session/Winter Session/Spring Session,Postgraduate,3.0,In Person,2016
59,ACST8040,Actuarial Control Cycle 1,First Semester,Postgraduate,6.0,In Person,2016
60,ACST4031,Actuarial Control Cycle 1,First Semester,Undergraduate,6.0,In Person,2016
61,ACST4032,Actuarial Control Cycle 2,Second Semester,Undergraduate,6.0,In Person,2016
62,ACST8041,Actuarial Control Cycle 2,Second Semester,Postgraduate,6.0,In Person,2016
63,ACST4600,Actuarial Research Essay,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
64,ACST4004P,Actuarial Studies IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2016
65,ACST4004F,Actuarial Studies IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2016
66,STAT3038,Actuarial Techniques,Second Semester,Undergraduate,6.0,In Person,2016
67,STAT6045,Actuarial Techniques,Second Semester,Postgraduate,6.0,In Person,2016
68,LAWS8652,Administrative Decision Making in Australian Migration Law,First Semester/Second Semester,Postgraduate,6.0,Online,2016
69,LAWS2201,Administrative Law,First Semester,Undergraduate,6.0,In Person,2016
70,LAWS6201,Administrative Law,First Semester,Postgraduate,6.0,In Person,2016
71,LAWS8709,Administrative Law & Commonwealth Constitutional Law A,,Postgraduate,8.0,Online,2016
72,LAWS8710,Administrative Law & Commonwealth Constitutional Law B,,Postgraduate,8.0,Online,2016
73,LEGW8118,Administrative Law Practice,Summer Session/Autumn Session/Winter Session/Spring Session,Postgraduate,3.0,Online,2016
74,MATH2322,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2016
75,MATH3104,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2016
76,MATH3345,Advanced Algebra 2: Field extensions and Galois Theory,First Semester,Undergraduate,6.0,In Person,2016
77,COMP8460,Advanced Algorithms,Second Semester,Postgraduate,6.0,In Person,2016
78,COMP4600,Advanced Algorithms,Second Semester,Undergraduate,6.0,In Person,2016
79,MATH3116,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2016
80,MATH2320,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2016
81,MATH3320,"Advanced Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Undergraduate,6.0,In Person,2016
82,PHIL3072,Advanced Analytic Philosophy,First Semester,Undergraduate,6.0,In Person,2016
83,GREK2125,Advanced Ancient Greek,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
84,GREK6125,Advanced Ancient Greek,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
85,GREK2117,Advanced Ancient Greek P - Reading course,,Undergraduate,6.0,In Person,2016
86,GREK2118,Advanced Ancient Greek Q - Reading Course,,Undergraduate,6.0,In Person,2016
87,ARAB6503,Advanced Arabic A,First Semester,Postgraduate,6.0,In Person,2016
88,ARAB3001,Advanced Arabic A,First Semester,Undergraduate,6.0,In Person,2016
89,ARAB6504,Advanced Arabic B,Second Semester,Postgraduate,6.0,In Person,2016
90,ARAB3002,Advanced Arabic B,Second Semester,Undergraduate,6.0,In Person,2016
91,BUSN4056,Advanced Auditing and Assurance Services,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
92,BUSN8056,Advanced Auditing and Assurance Services,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
93,ECON3180,Advanced Behavioral Economics,Second Semester,Undergraduate,6.0,In Person,2016
94,ECON8080,Advanced Behavioral Economics,Second Semester,Postgraduate,6.0,In Person,2016
95,ECON4480,Advanced Behavioral Economics,Second Semester,Undergraduate,6.0,In Person,2016
96,PHYS4103,Advanced Classical Mechanics,First Semester,Undergraduate,6.0,In Person,2016
97,LAWS8655,Advanced Comparative Migration Law,,Postgraduate,6.0,Online,2016
98,MATH3228,Advanced Complex Analysis,Second Semester,Undergraduate,6.0,In Person,2016
99,COMP4560,Advanced Computing Project,First Semester/Second Semester,Undergraduate,12.0,In Person,2016
100,COMP3560,Advanced Computing R&D Industry Experience,First Semester/Second Semester,Undergraduate,0.0,In Person,2016
101,COMP2550,Advanced Computing R&D Methods,First Semester,Undergraduate,6.0,In Person,2016
102,COMP3550,Advanced Computing R&D Project,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
103,COMP4450,Advanced Computing Research Methods,First Semester,Undergraduate,6.0,In Person,2016
104,COMP4550,Advanced Computing Research Project,First Semester/Second Semester,Undergraduate,12.0,In Person,2016
105,PHIL3071,Advanced Continental Philosophy,Second Semester,Undergraduate,6.0,In Person,2016
106,LAWS8218,Advanced Contracts,Spring Session,Postgraduate,6.0,In Person,2016
107,FINM8004,Advanced Corporate Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
108,FINM4015,Advanced Corporate Finance,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
109,MATH3346,Advanced Data Mining,,Undergraduate,6.0,In Person,2016
110,COMP3420,Advanced Databases and Data Mining,First Semester,Undergraduate,6.0,In Person,2016
111,FINM3007,Advanced Derivatives Pricing and Applications,Second Semester,Undergraduate,6.0,In Person,2016
112,MATH3342,Advanced Differential Geometry,First Semester,Undergraduate,6.0,In Person,2016
113,EMSC8019,Advanced Earth Physics,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
114,EMSC4109,Advanced Earth Physics,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
115,PHYS4102,Advanced Electromagnetism,First Semester,Undergraduate,6.0,In Person,2016
116,PHIL3073,"Advanced Ethics, Social and Political Philosophy",Second Semester,Undergraduate,6.0,In Person,2016
117,BIOL6303,Advanced Field Studies in Functional Ecology,Spring Session,Postgraduate,6.0,In Person,2016
118,BIOL3303,Advanced Field Studies in Functional Ecology,Spring Session,Undergraduate,6.0,In Person,2016
119,ARCH8002,Advanced Field Training in Archaeological Science,,Postgraduate,6.0,In Person,2016
120,LING3032,Advanced Forensic Linguistics: Forensic Voice and Text Comparison,,Undergraduate,6.0,Blended,2016
121,MATH3343,Advanced Foundations of Mathematics,First Semester,Undergraduate,6.0,In Person,2016
122,FREN3008,Advanced French Topics,First Semester,Undergraduate,6.0,In Person,2016
123,FREN6508,Advanced French Topics,First Semester,Postgraduate,6.0,In Person,2016
124,MATH6214,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Postgraduate,6.0,In Person,2016
125,MATH3325,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Undergraduate,6.0,In Person,2016
126,ACST8048,Advanced General Insurance,,Postgraduate,6.0,In Person,2016
127,EMSC8021,"Advanced Geochemistry, Petrology and Tectonics",First Semester,Postgraduate,6.0,In Person,2016
128,EMSC4121,"Advanced Geochemistry, Petrology and Tectonics",First Semester,Undergraduate,6.0,In Person,2016
129,ACST8049,Advanced Global Retirement Income Systems,,Postgraduate,6.0,In Person,2016
130,ACST4049,Advanced Global Retirement Income Systems,First Semester,Undergraduate,6.0,In Person,2016
131,ACST8045,Advanced Insurance,First Semester,Postgraduate,6.0,In Person,2016
132,ACST4045,Advanced Insurance,First Semester,Undergraduate,6.0,In Person,2016
133,LAWS4264,Advanced International Law,Second Semester,Undergraduate,6.0,In Person,2016
134,FINM4106,Advanced Investments,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
135,FINM8006,Advanced Investments,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
136,ANTH8034,Advanced Issues in Anthropology,Second Semester,Postgraduate,12.0,In Person,2016
137,ITAL3016,Advanced Italian Topics in Language and Literary Studies,Second Semester,Undergraduate,6.0,In Person,2016
138,ITAL3015,"Advanced Italian Topics in Language, Culture and Society",First Semester,Undergraduate,6.0,In Person,2016
139,JPNS3006,Advanced Japanese:  Language in Context,First Semester,Undergraduate,6.0,In Person,2016
140,JPNS3005,Advanced Japanese: Issues in Contemporary Japan,,Undergraduate,6.0,In Person,2016
141,JPNS6505,Advanced Japanese: Issues in Contemporary Japan,,Postgraduate,6.0,In Person,2016
142,JPNS6506,Advanced Japanese: Language in Context,First Semester,Postgraduate,6.0,In Person,2016
143,JPNS3007,Advanced Japanese: Readings in Culture and Society,,Undergraduate,6.0,In Person,2016
144,JPNS6507,Advanced Japanese: Readings in Culture and Society,,Postgraduate,6.0,In Person,2016
145,JPNS3008,Advanced Japanese: Readings in Literature,Second Semester,Undergraduate,6.0,In Person,2016
146,JPNS6508,Advanced Japanese: Readings in Literature,Second Semester,Postgraduate,6.0,In Person,2016
147,LATN2125,Advanced Latin,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
148,LATN6125,Advanced Latin,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
149,LATN2118,Advanced Latin Q - Reading Course,,Undergraduate,6.0,In Person,2016
150,ACST8047,Advanced Life Insurance,,Postgraduate,6.0,In Person,2016
151,BUSN3003,Advanced Management Accounting,,Undergraduate,6.0,In Person,2016
152,BUSN8003,Advanced Managerial Decision Making,,Postgraduate,6.0,In Person,2016
153,STAT3005,Advanced Marketing Research Methods,,Undergraduate,6.0,In Person,2016
154,STAT7007,Advanced Marketing Research Methods,,Postgraduate,6.0,In Person,2016
155,STAT3056,Advanced Mathematical Statistics,Second Semester,Undergraduate,6.0,In Person,2016
156,STAT8056,Advanced Mathematical Statistics,Second Semester,Postgraduate,6.0,In Person,2016
157,MATH1116,Advanced Mathematics and Applications  2,Second Semester,Undergraduate,6.0,In Person,2016
158,MATH1115,Advanced Mathematics and Applications 1,First Semester,Undergraduate,6.0,In Person,2016
159,LAWS8165,Advanced Military Administrative Law,Spring Session,Postgraduate,9.0,In Person,2016
160,LAWS8164,Advanced Military Discipline Law,,Postgraduate,9.0,In Person,2016
161,LAWS8166,Advanced Military Operations Law,,Postgraduate,6.0,In Person,2016
162,EXTN1014,Advanced Music (Classical) ANU,Autumn Session,Undergraduate,6.0,In Person,2016
163,EXTN1013,Advanced Music (Jazz) ANU,Autumn Session,Undergraduate,6.0,In Person,2016
164,EMSC8707,Advanced Natural Hazards,,Postgraduate,6.0,In Person,2016
165,PERS3005,Advanced Persian A,First Semester,Undergraduate,6.0,In Person,2016
166,PERS6005,Advanced Persian A,First Semester,Postgraduate,6.0,In Person,2016
167,PERS6006,Advanced Persian B,Second Semester,Postgraduate,6.0,In Person,2016
168,PERS3006,Advanced Persian B,Second Semester,Undergraduate,6.0,In Person,2016
169,PHIL3062,Advanced Philosophical Topics A,First Semester,Undergraduate,6.0,In Person,2016
170,CHEM3202,Advanced Physical & Materials Chemistry,First Semester,Undergraduate,6.0,In Person,2016
171,LAWS8248,Advanced Principles of Competition Law,,Postgraduate,6.0,In Person,2016
172,LAWS8183,Advanced Principles of International Law,Autumn Session/Winter Session,Postgraduate,6.0,In Person,2016
173,PHYS4100,Advanced Quantum Physics,First Semester,Undergraduate,6.0,In Person,2016
174,CHIN3211,Advanced Readings in Chinese A,First Semester,Undergraduate,6.0,Online or In Person,2016
175,CHIN6211,Advanced Readings in Chinese A,First Semester,Postgraduate,6.0,In Person,2016
176,CHIN6212,Advanced Readings in Chinese B,Second Semester,Postgraduate,6.0,Online or In Person,2016
177,CHIN3212,Advanced Readings in Chinese B,Second Semester,Undergraduate,6.0,Online,2016
178,JPNS3023,Advanced Readings in Japanese A,First Semester,Undergraduate,6.0,In Person,2016
179,JPNS6023,Advanced Readings in Japanese A,First Semester,Postgraduate,6.0,In Person,2016
180,JPNS3024,Advanced Readings in Japanese B,Second Semester,Undergraduate,6.0,In Person,2016
181,JPNS6025,Advanced Readings in Japanese B,Second Semester,Postgraduate,6.0,In Person,2016
182,PHIL4011,Advanced Readings in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
183,SKRT6508,Advanced Readings in South Asian Cultures,,Postgraduate,6.0,Online or In Person,2016
184,ASIA3108,Advanced Readings in South and Southeast Asian Cultures,Second Semester,Undergraduate,6.0,In Person,2016
185,ASIA6108,Advanced Readings in South and Southeast Asian Cultures,Second Semester,Postgraduate,6.0,In Person,2016
186,ENVS3019,Advanced Remote Sensing and GIS,First Semester,Undergraduate,6.0,In Person,2016
187,ENVS6319,Advanced Remote Sensing and GIS,First Semester,Postgraduate,6.0,In Person,2016
188,PSYC3018,Advanced Research Methods,Second Semester,Undergraduate,6.0,In Person,2016
189,EMDV9102,Advanced Research Methods for Environmental Management,,Research,6.0,In Person,2016
190,EMDV9066,Advanced Research Project in Environmental Management & Development,,Research,12.0,In Person,2016
191,EMDV9008,Advanced Research Proposal in Environmental Management & Development,,Research,6.0,In Person,2016
192,BIOL8702,Advanced Research Techniques,First Semester,Postgraduate,12.0,In Person,2016
193,SOCY8102,Advanced Social Research Methods,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
194,SOCR8204,Advanced Social Science Approaches to Inform Policy Development and Service Delivery,Summer Session/First Semester,Postgraduate,6.0,Blended,2016
195,SPAN6510,Advanced Spanish II,,Postgraduate,6.0,In Person,2016
196,SPAN3031,Advanced Spanish Topics in Language and Linguistics,First Semester,Undergraduate,6.0,In Person,2016
197,SPAN6509,Advanced Spanish Topics in Language and Linguistics,First Semester,Postgraduate,6.0,In Person,2016
198,SPAN3030,Advanced Spanish topics in Language and Culture,,Undergraduate,6.0,In Person,2016
199,PHYS4104,Advanced Statistical Mechanics,First Semester,Undergraduate,6.0,In Person,2016
200,STAT3006,Advanced Stochastic Processes,,Undergraduate,6.0,In Person,2016
201,SCNC2101,Advanced Studies 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
202,ARTS1101,Advanced Studies 1: Thinking Research,First Semester,Undergraduate,6.0,In Person,2016
203,SCNC2102,Advanced Studies 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
204,ARTS1102,Advanced Studies 2: Doing Research,Second Semester,Undergraduate,6.0,In Person,2016
205,SCNC2103,Advanced Studies 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
206,ARTS2101,Advanced Studies 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
207,ARTS2102,Advanced Studies 4,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
208,SCNC2104,Advanced Studies 4,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
209,ARTS3101,Advanced Studies 5,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
210,SCNC3101,Advanced Studies 5,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
211,ARTS3102,Advanced Studies 6,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
212,SCNC3102,Advanced Studies 6,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
213,ASIA1114,Advanced Studies in Asia and the Pacific 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
214,ASIA2114,Advanced Studies in Asia and the Pacific 2,Summer Session/First Semester/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
215,ASIA3114,Advanced Studies in Asia and the Pacific 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2016
216,STST3004,Advanced Study in Asia-Pacific Security,,Undergraduate,6.0,In Person,2016
217,LAWS8030,Advanced Succession Practice,,Postgraduate,6.0,Online,2016
218,SOCR8203,Advanced Techniques in the Creation of Social Science Data,Summer Session/First Semester,Postgraduate,6.0,Blended,2016
219,PHYS3002,Advanced Theoretical Physics,Second Semester,Undergraduate,6.0,In Person,2016
220,MATH3354,Advanced Topics in Algebra,Second Semester,Undergraduate,6.0,In Person,2016
221,MATH6216,Advanced Topics in Algebra,Second Semester,Postgraduate,6.0,In Person,2016
222,COMP4620,Advanced Topics in Artificial Intelligence,,Undergraduate,6.0,In Person,2016
223,COMP8620,Advanced Topics in Artificial intelligence,,Postgraduate,6.0,In Person,2016
224,MATH3353,Advanced Topics in Bioinformatics,First Semester,Undergraduate,6.0,In Person,2016
225,ENGN8637,Advanced Topics in Communications and Signal Processing,First Semester,Postgraduate,6.0,In Person,2016
226,INFS4201,Advanced Topics in Information Systems Research,First Semester,Undergraduate,6.0,In Person,2016
227,INFS8201,Advanced Topics in Information Systems Research,First Semester,Postgraduate,6.0,In Person,2016
228,COMP8670,Advanced Topics in Logic and Computation,,Postgraduate,6.0,In Person,2016
229,MATH3351,Advanced Topics in Mathematical Physics,First Semester,Undergraduate,6.0,In Person,2016
230,ENGN8536,Advanced Topics in Mechatronics Systems,Second Semester,Postgraduate,6.0,In Person,2016
231,PHIL4010,Advanced Topics in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
232,ECON8901,"Advanced Topics in Poverty, Public Policy and Development",Second Semester,Postgraduate,6.0,In Person,2016
233,ENGN8527,Advanced Topics in Solar Energy Technologies,First Semester,Postgraduate,6.0,In Person,2016
234,COMP4680,Advanced Topics in Statistical Machine Learning,Second Semester,Undergraduate,6.0,In Person,2016
235,COMP8650,Advanced Topics in Statistical Machine Learning,Second Semester,Postgraduate,6.0,In Person,2016
236,LANG7000F,Advanced Translation Thesis,First Semester/Second Semester,Postgraduate,12.0,In Person,2016
237,LANG7000P,Advanced Translation Thesis,First Semester/Second Semester,Postgraduate,12.0,In Person,2016
238,LANG7001F,Advanced Translation and Commentary,First Semester/Second Semester,Postgraduate,12.0,In Person,2016
239,LANG7001P,Advanced Translation and Commentary,First Semester/Second Semester,Postgraduate,12.0,In Person,2016
240,EMSC4018,Advanced Water and Marine Geosciences,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
241,EMSC8018,Advanced Water and Marine Geosciences,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
242,LAWS8321,Advanced Will Drafting,Spring Session,Postgraduate,6.0,Online,2016
243,BIOL3107,Advances in Medical and Plant Biochemistry,First Semester,Undergraduate,6.0,In Person,2016
244,BIOL6107,Advances in Medical and Plant Biochemistry,First Semester,Postgraduate,6.0,In Person,2016
245,BIOL3177,Advances in Molecular Plant Science,First Semester,Undergraduate,6.0,In Person,2016
246,BIOL6177,Advances in Molecular Plant Science,First Semester,Postgraduate,6.0,In Person,2016
247,MKTG2033,Advertising,First Semester,Undergraduate,6.0,In Person,2016
248,LAWS8132,Advocacy,Autumn Session/Winter Session,Postgraduate,6.0,In Person,2016
249,IDEC8018,Agricultural Economics and Resource Policy,Second Semester,Postgraduate,6.0,In Person,2016
250,IDEC8007,Aid and Development Policy,,Postgraduate,6.0,In Person,2016
251,CRIM6005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",,Postgraduate,6.0,In Person,2016
252,CRIM2005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",,Undergraduate,6.0,In Person,2016
253,ANCH2022,Alexander the Great and the Hellenistic World,,Undergraduate,6.0,In Person,2016
254,ASGS1005,Algebra,First Semester,Undergraduate,6.0,In Person,2016
255,MATH6118,"Algebra 1:  Groups, Rings and Advanced Linear Algebra",Second Semester,Postgraduate,6.0,In Person,2016
256,MATH6215,Algebra 2: Field extensions and Galois Theory,First Semester,Postgraduate,6.0,In Person,2016
257,ANUC1003,Algebra and Calculus Methods,Second Semester,Undergraduate,6.0,In Person,2016
258,MATH1003,Algebra and Calculus Methods,First Semester,Undergraduate,6.0,In Person,2016
259,MATH6204,Algebraic Topology,Second Semester,Postgraduate,6.0,In Person,2016
260,MATH4204,Algebraic Topology Honours,Second Semester,Undergraduate,6.0,In Person,2016
261,COMP3600,Algorithms,Second Semester,Undergraduate,6.0,In Person,2016
262,COMP6466,Algorithms,Second Semester,Postgraduate,6.0,In Person,2016
263,COMP8400,Algorithms and Techniques for Data Mining,First Semester,Postgraduate,6.0,In Person,2016
264,NSPO8024,American National Security Policy,Second Semester,Postgraduate,6.0,In Person,2016
265,HIST6126,American Sixties,First Semester,Postgraduate,6.0,In Person,2016
266,HIST2126,American Sixties,First Semester,Undergraduate,6.0,In Person,2016
267,HIST2107,American Voices: Aspects of Social Thought in the United States,,Undergraduate,6.0,In Person,2016
268,HIST6107,"American Voices: Aspects of Social Thought in the United States, 1900-1990",,Postgraduate,6.0,In Person,2016
269,ARCH4001,An Introduction to Cultural and Environmental Heritage,First Semester,Undergraduate,6.0,In Person,2016
270,ARCH8104,An Introduction to Cultural and Environmental Heritage,First Semester,Postgraduate,6.0,Online or In Person,2016
271,EMSC8012,An Introduction to Inverse Problems in the Earth Sciences,,Postgraduate,6.0,In Person,2016
272,POLS1007,An Introduction to Latin American Studies,Second Semester,Undergraduate,6.0,In Person,2016
273,SOCY1004,Analysing the Social World: An Introduction to Social Psychology,Second Semester,Undergraduate,6.0,In Person,2016
274,MATH6110,Analysis 1: Metric spaces and Applications,First Semester,Postgraduate,6.0,In Person,2016
275,MATH6212,"Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Postgraduate,6.0,In Person,2016
276,BIOL3159,Analysis Tools for Population Genetics,,Undergraduate,6.0,In Person,2016
277,BIOL6019,Analysis Tools for Population Genetics,,Postgraduate,6.0,In Person,2016
278,BUSN8007,Analysis of Financial Reporting,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
279,BUSN4007,Analysis of Financial Reporting,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
280,BIAN3016,Analysis of Mammalian Remains,,Undergraduate,6.0,In Person,2016
281,BIAN6518,Analysis of Mammalian Remains,,Postgraduate,6.0,In Person,2016
282,POPH8313,Analysis of Public Health Data,Second Semester,Postgraduate,6.0,In Person,2016
283,POPH8913,Analysis of Public Health Data,,Research,6.0,In Person,2016
284,EMSC4122,Analytical Techniques,First Semester/Second Semester,Undergraduate,3.0,In Person,2016
285,EMSC8022,Analytical Techniques,First Semester/Second Semester,Postgraduate,6.0,In Person,2016
286,EMSC4020,Analytical Techniques and Data Analysis,First Semester/Second Semester,Undergraduate,6.0,In Person,2016
