,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
60,STAT3038,Actuarial Techniques,Second Semester,Undergraduate,6.0,In Person,2022
61,STAT6045,Actuarial Techniques,Second Semester,Postgraduate,6.0,In Person,2022
62,ENGL2067,Adaptation: From Text to Screen,,Undergraduate,6.0,In Person,2022
63,ENGL6067,Adaptation: From Text to Screen,,Postgraduate,6.0,In Person,2022
64,LAWS2201,Administrative Law,First Semester,Undergraduate,6.0,Online or In Person,2022
65,LAWS6201,Administrative Law,First Semester,Postgraduate,6.0,Online or In Person,2022
66,LAWS4308,Administrative Law Theory and Practice: The Case of Citizenship,,Undergraduate,6.0,In Person,2022
67,LING2107,Advanced Academic English,,Undergraduate,6.0,In Person,2022
68,LING6030,Advanced Academic English,,Postgraduate,6.0,In Person,2022
69,LAWS8462,Advanced Administrative Law,Winter Session,Postgraduate,6.0,Online or In Person,2022
70,LAWS4262,Advanced Administrative Law,Winter Session,Undergraduate,6.0,Online or In Person,2022
71,MATH3104,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2022
72,MATH2322,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2022
73,MATH3345,Advanced Algebra 2: Field extensions and Galois Theory,First Semester,Undergraduate,6.0,In Person,2022
74,COMP8460,Advanced Algorithms,Second Semester,Postgraduate,6.0,In Person,2022
75,COMP4600,Advanced Algorithms,Second Semester,Undergraduate,6.0,In Person,2022
76,MATH2320,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2022
77,MATH3116,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2022
78,MATH3320,Advanced Analysis 2: Lebesgue Integration and Hilbert Spaces,First Semester,Undergraduate,6.0,In Person,2022
79,PHIL3072,Advanced Analytic Philosophy,,Undergraduate,6.0,In Person,2022
80,GREK3125,Advanced Ancient Greek,First Semester,Undergraduate,6.0,In Person,2022
81,PSYC8521,Advanced Applications in Psychological Practice,Second Semester,Postgraduate,6.0,In Person,2022
82,ARAB3001,Advanced Arabic 1,First Semester,Undergraduate,6.0,Online or In Person,2022
83,ARAB3002,Advanced Arabic 2,Second Semester,Undergraduate,6.0,Online or In Person,2022
84,PSYC8510,Advanced Assessment in Professional Psychology,First Semester,Postgraduate,6.0,In Person,2022
85,ECON8080,Advanced Behavioral Economics,,Postgraduate,6.0,In Person,2022
86,ECON4480,Advanced Behavioral Economics,,Undergraduate,6.0,In Person,2022
87,ECON3180,Advanced Behavioral Economics,Second Semester,Undergraduate,6.0,In Person,2022
88,ECON6080,Advanced Behavioral Economics,,Postgraduate,6.0,In Person,2022
89,EMET8020,Advanced Case Studies in Applied Econometrics and Applied Economics,,Postgraduate,6.0,In Person,2022
90,MATH3228,Advanced Complex Analysis,Second Semester,Undergraduate,6.0,In Person,2022
91,COMP4560,Advanced Computing Project,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
92,COMP3560,Advanced Computing R&D Industry Experience,First Semester/Second Semester,Undergraduate,0.0,In Person,2022
93,COMP2550,Advanced Computing R&D Methods,First Semester,Undergraduate,6.0,In Person,2022
94,COMP3550,Advanced Computing R&D Project,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
95,COMP4450,Advanced Computing Research Methods,First Semester,Undergraduate,6.0,In Person,2022
96,COMP6445,Advanced Computing Research Methods,First Semester,Postgraduate,6.0,In Person,2022
97,COMP4550,Advanced Computing Research Project,First Semester/Second Semester,Undergraduate,12.0,In Person,2022
98,LAWS8218,Advanced Contracts,,Postgraduate,6.0,Online or In Person,2022
99,ENGN8224,Advanced Control Systems,Second Semester,Postgraduate,6.0,In Person,2022
100,FINM4015,Advanced Corporate Finance,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
101,FINM8004,Advanced Corporate Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
102,LAWS8411,"Advanced Criminal Law: Crime, Law and Social Justice",,Postgraduate,6.0,In Person,2022
103,FINM3007,Advanced Derivatives Pricing and Applications,Second Semester,Undergraduate,6.0,In Person,2022
104,MATH3342,Advanced Differential Geometry,First Semester,Undergraduate,6.0,In Person,2022
105,EMET4314,Advanced Econometrics I,First Semester,Undergraduate,6.0,In Person,2022
106,EMET8014,Advanced Econometrics I,First Semester,Postgraduate,6.0,In Person,2022
107,EMET4308,Advanced Econometrics II,Second Semester,Undergraduate,6.0,In Person,2022
108,EMET8008,Advanced Econometrics II,Second Semester,Postgraduate,6.0,In Person,2022
109,PHYS3102,Advanced Electromagnetism,First Semester,Undergraduate,6.0,In Person,2022
110,PHYS6102,Advanced Electromagnetism,First Semester,Postgraduate,6.0,In Person,2022
111,PHIL3073,"Advanced Ethics, Social and Political Philosophy",First Semester,Undergraduate,6.0,In Person,2022
112,BIOL6303,Advanced Field Studies in Functional Ecology,Winter Session,Postgraduate,6.0,In Person,2022
113,BIOL3303,Advanced Field Studies in Functional Ecology,Winter Session,Undergraduate,6.0,In Person,2022
114,ARCH8002,Advanced Field Training in Archaeological Science,Winter Session,Postgraduate,6.0,In Person,2022
115,MATH3343,Advanced Foundations of Mathematics,First Semester,Undergraduate,6.0,In Person,2022
116,FREN3010,Advanced French I,First Semester,Undergraduate,6.0,In Person,2022
117,FREN3011,Advanced French II,Second Semester,Undergraduate,6.0,In Person,2022
118,MATH3325,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Undergraduate,6.0,In Person,2022
119,MATH6214,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Postgraduate,6.0,In Person,2022
120,PHYS8721,Advanced Imaging Methods and Systems,First Semester,Postgraduate,6.0,In Person,2022
121,INDN3015,Advanced Indonesian: Translation into English,,Undergraduate,6.0,Online or In Person,2022
122,LAWS4264,Advanced International Law,First Semester,Undergraduate,6.0,Online or In Person,2022
123,LAWS8464,Advanced International Law,,Postgraduate,6.0,In Person,2022
124,FINM4106,Advanced Investments,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
125,FINM8006,Advanced Investments,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
126,LAWS4233,Advanced Issues in Torts,Second Semester,Undergraduate,6.0,In Person,2022
127,ITAL3016,Advanced Italian Topics in Language and Literary Studies,Second Semester,Undergraduate,6.0,In Person,2022
128,ITAL3015,"Advanced Italian Topics in Language, Culture and Society",First Semester,Undergraduate,6.0,In Person,2022
129,JPNS3005,Advanced Japanese: Issues in Contemporary Japan,,Undergraduate,6.0,Online or In Person,2022
130,JPNS3006,Advanced Japanese: Language in Context,First Semester,Undergraduate,6.0,Online or In Person,2022
131,JPNS3007,Advanced Japanese: Readings in Culture and Society,,Undergraduate,6.0,Online or In Person,2022
132,JPNS3008,Advanced Japanese: Readings in Literature,Second Semester,Undergraduate,6.0,Online or In Person,2022
133,MUSI2507,Advanced Jazz Studies 1,First Semester,Undergraduate,6.0,In Person,2022
134,MUSI2508,Advanced Jazz Studies 2,Second Semester,Undergraduate,6.0,In Person,2022
135,KORE3018,Advanced Korean: Culture and History,Second Semester,Undergraduate,6.0,Online or In Person,2022
136,KORE3015,Advanced Korean: Film and Society,First Semester,Undergraduate,6.0,Online or In Person,2022
137,LATN3125,Advanced Latin,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
138,CHIN3015,Advanced Literary Chinese,First Semester/Second Semester,Undergraduate,6.0,Online or In Person,2022
139,ECON8026,Advanced Macroeconomic Analysis,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
140,BUSN3003,Advanced Management Accounting,Second Semester,Undergraduate,6.0,In Person,2022
141,BUSN8003,Advanced Managerial Decision Making,Second Semester,Postgraduate,6.0,In Person,2022
142,CHEM3202,Advanced Materials,First Semester,Undergraduate,6.0,In Person,2022
143,CHEM6202,Advanced Materials,First Semester,Postgraduate,6.0,In Person,2022
144,CHEM8031,Advanced Materials Manufacturing,Second Semester,Postgraduate,6.0,In Person,2022
145,MATH3353,Advanced Mathematical Bioinformatics,First Semester,Undergraduate,6.0,In Person,2022
146,MATH6208,Advanced Mathematical Bioinformatics,First Semester,Postgraduate,6.0,In Person,2022
147,STAT3056,Advanced Mathematical Statistics,Second Semester,Undergraduate,6.0,In Person,2022
148,STAT8056,Advanced Mathematical Statistics,Second Semester,Postgraduate,6.0,In Person,2022
149,MATH1115,Advanced Mathematics and Applications 1,First Semester,Undergraduate,6.0,In Person,2022
150,MATH1116,Advanced Mathematics and Applications 2,Second Semester,Undergraduate,6.0,In Person,2022
151,ECON8025,Advanced Microeconomic Analysis,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
152,BIOL6203,Advanced Microscopy in Biosciences,Summer Session,Postgraduate,6.0,In Person,2022
153,BIOL3203,Advanced Microscopy in Biosciences,Summer Session,Undergraduate,6.0,In Person,2022
154,CHIN3024,Advanced Modern Chinese A,First Semester,Undergraduate,6.0,Online or In Person,2022
155,CHIN3025,Advanced Modern Chinese B,Second Semester,Undergraduate,6.0,Online or In Person,2022
156,PERS3005,Advanced Persian A,First Semester,Undergraduate,6.0,Online,2022
157,PERS3006,Advanced Persian B,Second Semester,Undergraduate,6.0,Online,2022
158,PHIL3074,Advanced Philosophical Topics,,Undergraduate,6.0,In Person,2022
159,LAWS8183,Advanced Principles of International Law,Summer Session,Postgraduate,6.0,Online or In Person,2022
160,PSYC8511,Advanced Psychological Interventions,First Semester,Postgraduate,6.0,In Person,2022
161,PHYS6101,Advanced Quantum Mechanics,First Semester,Postgraduate,6.0,In Person,2022
162,PHYS3101,Advanced Quantum Mechanics,First Semester,Undergraduate,6.0,In Person,2022
163,LING4106,Advanced Readings in Linguistics,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
164,PHIL4011,Advanced Readings in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
165,ENVS3019,Advanced Remote Sensing and GIS,,Undergraduate,6.0,In Person,2022
166,ENVS6319,Advanced Remote Sensing and GIS,,Postgraduate,6.0,In Person,2022
167,ECON8887,Advanced Research Essay,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
168,ECON8888,Advanced Research Essay B,,Postgraduate,6.0,In Person,2022
169,PSYC3018,Advanced Research Methods,First Semester,Undergraduate,6.0,In Person,2022
170,BIOL8702,Advanced Research Techniques,First Semester,Postgraduate,12.0,In Person,2022
171,SOCY9002,Advanced Social Research Methods,Second Semester,Postgraduate,6.0,In Person,2022
172,SOCR8204,Advanced Social Science Approaches to Inform Policy Development and Service Delivery,Summer Session,Postgraduate,6.0,Online or In Person,2022
173,LING3036,Advanced Sociolinguistics,First Semester,Undergraduate,6.0,In Person,2022
174,LING6036,Advanced Sociolinguistics,First Semester,Postgraduate,6.0,In Person,2022
175,LING3033,Advanced Sociophonetics,,Undergraduate,6.0,In Person,2022
176,LING6033,Advanced Sociophonetics,,Postgraduate,6.0,In Person,2022
177,SPAN3031,Advanced Spanish Topics in Language and Linguistics,,Undergraduate,6.0,In Person,2022
178,SPAN3030,Advanced Spanish topics in Language and Culture,,Undergraduate,6.0,In Person,2022
179,STAT3050,Advanced Statistical Learning,Second Semester,Undergraduate,6.0,In Person,2022
180,STAT4050,Advanced Statistical Learning,Second Semester,Undergraduate,6.0,In Person,2022
181,STAT7050,Advanced Statistical Learning,Second Semester,Postgraduate,6.0,In Person,2022
182,PHYS3103,Advanced Statistical Mechanics,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
183,PHYS6103,Advanced Statistical Mechanics,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
184,STAT3006,Advanced Stochastic Processes,Second Semester,Undergraduate,6.0,In Person,2022
185,STAT7006,Advanced Stochastic Processes,Second Semester,Postgraduate,6.0,In Person,2022
186,ARTS2101,Advanced Studies 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2022
187,ARTS2102,Advanced Studies 4,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2022
188,ARTS3101,Advanced Studies 5,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2022
189,ARTS3102,Advanced Studies 6,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2022
190,SCNC2101,Advanced Studies Course,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2022
191,SCNC3101,Advanced Studies Course,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2022
192,BPHB1114,Advanced Studies in the Social Sciences and Humanities 1,Second Semester,Undergraduate,6.0,In Person,2022
193,BPHB2114,Advanced Studies in the Social Sciences and Humanities 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2022
194,BPHB3114,Advanced Studies in the Social Sciences and Humanities 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,12.0,In Person,2022
195,SOCR8010,Advanced Survey Data Analysis,Second Semester,Postgraduate,6.0,In Person,2022
196,SOCR8203,Advanced Techniques in the Creation of Social Science Data,Winter Session,Postgraduate,6.0,Online or In Person,2022
197,MATH3354,Advanced Topics in Algebra,Second Semester,Undergraduate,6.0,In Person,2022
198,MATH6216,Advanced Topics in Algebra,Second Semester,Postgraduate,6.0,In Person,2022
199,COMP4620,Advanced Topics in Artificial Intelligence,Second Semester,Undergraduate,6.0,In Person,2022
200,COMP8620,Advanced Topics in Artificial intelligence,Second Semester,Postgraduate,6.0,In Person,2022
201,BIAN8010,Advanced Topics in Biological Anthropology,Spring Session,Postgraduate,6.0,Online or In Person,2022
202,ENGN8637,Advanced Topics in Communications and Signal Processing,,Postgraduate,6.0,In Person,2022
203,ENGN8539,Advanced Topics in Computer Vision,,Postgraduate,6.0,In Person,2022
204,COMP8501,Advanced Topics in Computer Vision,Second Semester,Postgraduate,6.0,In Person,2022
205,ENGN8501,Advanced Topics in Computer Vision,Second Semester,Postgraduate,6.0,In Person,2022
206,COMP8539,Advanced Topics in Computer Vision,Second Semester,Postgraduate,6.0,In Person,2022
207,COMP8536,Advanced Topics in Deep Learning for Computer Vision,Second Semester,Postgraduate,6.0,In Person,2022
208,COMP8670,Advanced Topics in Logic and Computation,Second Semester,Postgraduate,6.0,In Person,2022
209,COMP4680,Advanced Topics in Machine Learning,Second Semester,Undergraduate,6.0,In Person,2022
210,COMP8650,Advanced Topics in Machine Learning,Second Semester,Postgraduate,6.0,In Person,2022
211,MATH3351,Advanced Topics in Mathematical Physics,First Semester,Undergraduate,6.0,In Person,2022
212,PHIL4010,Advanced Topics in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
213,ECON8901,"Advanced Topics in Poverty, Public Policy and Development",Second Semester,Postgraduate,6.0,In Person,2022
214,BIOL8002,Advanced Topics in Quantitative Biology and Bioinformatics,Second Semester,Postgraduate,6.0,In Person,2022
215,ENGN8527,Advanced Topics in Solar Energy Technologies,,Postgraduate,6.0,In Person,2022
216,BIOL3144,Advanced and Applied Immunology,Second Semester,Undergraduate,6.0,In Person,2022
217,BIOL6144,Advanced and Applied Immunology,Second Semester,Postgraduate,6.0,In Person,2022
218,BIOL3107,Advances in Medical and Plant Biochemistry,First Semester,Undergraduate,6.0,In Person,2022
219,BIOL6107,Advances in Medical and Plant Biochemistry,First Semester,Postgraduate,6.0,In Person,2022
220,BIOL3177,Advances in Molecular Plant Science,Second Semester,Undergraduate,6.0,In Person,2022
221,BIOL6177,Advances in Molecular Plant Science,Second Semester,Postgraduate,6.0,In Person,2022
222,MKTG2033,Advertising,Second Semester,Undergraduate,6.0,In Person,2022
223,ENGN3338,Aerodynamics,Second Semester,Undergraduate,6.0,Online or In Person,2022
224,ENGN3339,Aerospace Structures and Materials,First Semester,Undergraduate,6.0,In Person,2022
225,HIST2315,Africans and Afro-descendants,Second Semester,Undergraduate,6.0,In Person,2022
226,ARTH2043,After the Bauhaus: Design from the Interwar Period to the Age of Climate Crisis,,Undergraduate,6.0,In Person,2022
227,ARTH6043,After the Bauhaus: Design from the Interwar Period to the Age of Climate Crisis,,Postgraduate,6.0,In Person,2022
228,ENVS8020,Agricultural Advocacy and Policy,,Postgraduate,6.0,In Person,2022
229,ENVS6342,Agricultural Innovation,Second Semester,Postgraduate,6.0,In Person,2022
230,ENVS3042,Agricultural Innovation,Second Semester,Undergraduate,6.0,In Person,2022
231,ENVS2024,Agricultural Systems,Winter Session,Undergraduate,6.0,In Person,2022
232,ENVS6224,Agricultural Systems,Winter Session,Postgraduate,6.0,In Person,2022
233,IDEC8018,Agricultural and Resource Economics,Second Semester,Postgraduate,6.0,Online or In Person,2022
234,IDEC8007,Aid and Development Policy,,Postgraduate,6.0,In Person,2022
235,ENGN4339,Aircraft Design and Performance,,Undergraduate,6.0,In Person,2022
236,ASIA2747,"Airlines in Asia and the Pacific: Histories, Technologies, Cultures, and Geographies",,Undergraduate,6.0,Online or In Person,2022
237,CRIM2005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",,Undergraduate,6.0,Online,2022
238,CRIM6005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",,Postgraduate,6.0,In Person,2022
239,MATH6118,"Algebra 1:  Groups, Rings and Advanced Linear Algebra",Second Semester,Postgraduate,6.0,In Person,2022
240,MATH6215,Algebra 2: Field extensions and Galois Theory,First Semester,Postgraduate,6.0,In Person,2022
241,MATH1003,Algebra and Calculus Methods,First Semester,Undergraduate,6.0,In Person,2022
242,MATH6204,Algebraic Topology,Second Semester,Postgraduate,6.0,In Person,2022
243,MATH4204,Algebraic Topology Honours,Second Semester,Undergraduate,6.0,In Person,2022
244,COMP3600,Algorithms,Second Semester,Undergraduate,6.0,In Person,2022
245,COMP6466,Algorithms,Second Semester,Postgraduate,6.0,In Person,2022
246,STST8053,"Alliances in Asia: theory, history and practice",,Postgraduate,6.0,In Person,2022
247,ENGL6021,"American Literature: Nature, Retreat, Experiment",,Postgraduate,6.0,In Person,2022
248,ENGL3021,"American Literature: Nature, Retreat, Experiment",,Undergraduate,6.0,In Person,2022
249,HIST2126,American Sixties,,Undergraduate,6.0,In Person,2022
250,HIST6126,American Sixties,,Postgraduate,6.0,In Person,2022
251,SOCY1004,"Analysing the Social World: Work, Care and Identity",Second Semester,Undergraduate,6.0,In Person,2022
252,MATH6110,Analysis 1: Metric spaces and Applications,First Semester,Postgraduate,6.0,In Person,2022
253,MATH6212,Analysis 2: Lebesgue Integration and Hilbert Spaces,First Semester,Postgraduate,6.0,In Person,2022
254,BUSN8007,Analysis of Financial Reporting,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
255,BUSN4007,Analysis of Financial Reporting,First Semester/Second Semester,Undergraduate,6.0,In Person,2022
256,POPH8313,Analysis of Public Health Data,Second Semester,Postgraduate,6.0,Online or In Person,2022
257,ARCH3043,Analysis of Vertebrate Remains,,Undergraduate,6.0,In Person,2022
258,ARCH6043,Analysis of Vertebrate Remains,,Postgraduate,6.0,In Person,2022
259,EMSC8022,Analytical Techniques,First Semester,Postgraduate,6.0,In Person,2022
260,EMSC4122,Analytical Techniques,First Semester,Undergraduate,6.0,In Person,2022
261,ANCH6103,Ancient Athens: democracy and empire,,Postgraduate,6.0,In Person,2022
262,ANCH1013,Ancient Athens: democracy and empire,,Undergraduate,6.0,In Person,2022
263,ARCH8044,Ancient Biomolecules And Our Past,,Postgraduate,6.0,In Person,2022
264,BIAN6512,Ancient Health & Disease,Second Semester,Postgraduate,6.0,In Person,2022
265,BIAN3125,Ancient Health & Disease,Second Semester,Undergraduate,6.0,In Person,2022
266,BIAN2130,Ancient Medicine,,Undergraduate,6.0,In Person,2022
267,BIAN6519,Ancient Medicine,,Postgraduate,6.0,In Person,2022
268,ANCH2021,Ancient World in Film,First Semester,Undergraduate,6.0,In Person,2022
269,ARCH3108,Animal and Plant Domestication,,Undergraduate,6.0,In Person,2022
270,ARCH6108,Animal and Plant Domestication,,Postgraduate,6.0,In Person,2022
271,ARTV6000,Animation,,Postgraduate,6.0,In Person,2022
272,ARTV2610,Animation and Video: Character development,,Undergraduate,6.0,In Person,2022
273,ARTV1104,Animation and Video: Digital Equipment and Studios,,Undergraduate,6.0,In Person,2022
274,ARTV2613,Animation and Video: Landscape and Environment,,Undergraduate,6.0,In Person,2022
275,ARTV2614,Animation and Video: Non-linear Forms,,Undergraduate,6.0,In Person,2022
276,ARTV1103,Animation and Video: The Digital Workspace,,Undergraduate,6.0,In Person,2022
277,ARTV2609,Animation and Video: Visual Storytelling,,Undergraduate,6.0,In Person,2022
278,ARTV2615,Animation: Creative Possibilities,,Undergraduate,6.0,In Person,2022
279,CHMD8009,Anthropological Approaches to Health Interventions,,Postgraduate,6.0,Online or In Person,2022
280,ANTH9112,Anthropological Field Methods,Autumn Session,Postgraduate,12.0,In Person,2022
281,ANTH9949,Anthropological Methods for PhD students,Autumn Session,Postgraduate,12.0,In Person,2022
282,ANTH9901,Anthropology PhD Thesis Writing Workshop,First Semester/Second Semester,Postgraduate,12.0,In Person,2022
283,ASIA2280,Anthropology and Technology in India,,Undergraduate,6.0,In Person,2022
284,CHMD8022,Anthropology of Biomedical Technologies in Practice,,Postgraduate,6.0,Online or In Person,2022
285,ANTH6064,Anthropology of Environmental Disasters,First Semester,Postgraduate,6.0,In Person,2022
286,BIAN2064,Anthropology of Environmental Disasters,First Semester,Undergraduate,6.0,In Person,2022
287,ARAB3010,Applied Arabic,,Undergraduate,12.0,In Person,2022
288,FINM7007,Applied Corporate Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2022
289,CECS8005,Applied Cybernetics Professional Experience,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,0.0,In Person,2022
