,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
29,EXTN1012A,ANU Extension Specialist Mathematics A,Autumn Session,Undergraduate,0.0,In Person,2024
30,EXTN1012B,ANU Extension Specialist Mathematics B,Autumn Session,Undergraduate,6.0,In Person,2024
31,BIOL3188,ANU SynBio Challenge Team Project,Second Semester,Undergraduate,6.0,In Person,2024
32,BIOL6188,ANU SynBio Challenge Team Project,Second Semester,Postgraduate,6.0,In Person,2024
33,SCNC5922,ANU/NUS JD (Band 2 NP),First Semester/Second Semester,Undergraduate,6.0,In Person,2024
34,HLTH3001,Aboriginal and Torres Strait Islander Health,First Semester,Undergraduate,6.0,In Person,2024
35,HIST2022,Aboriginal and Torres Strait Islander History,First Semester,Undergraduate,6.0,In Person,2024
36,PHYS8203,Accelerators and their Application,First Semester,Postgraduate,6.0,In Person,2024
37,BUSN6051,Accounting Analytics,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
38,BUSN7051,Accounting Analytics,,Postgraduate,6.0,In Person,2024
39,BUSN3051,Accounting Analytics,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
40,BUSN4500,Accounting Honours Thesis,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
41,INFS7004,Accounting Information Systems,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
42,INFS2005,Accounting Information Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
43,BUSN1002,Accounting Processes and Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
44,BUSN3001,Accounting Theory,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
45,BUSN8068,Accounting for Sustainability,Second Semester,Postgraduate,6.0,In Person,2024
46,ARTV2821,"Active Materials: Posthuman Sculpture Practice with Casting, 3D Modelling and Bioart",,Undergraduate,6.0,In Person,2024
47,ASIA8021,Activism and Social Change in Asia and the Pacific,Second Semester,Postgraduate,6.0,Online or In Person,2024
48,ACST8040,Actuarial Control Cycle 1,First Semester,Postgraduate,6.0,In Person,2024
49,ACST4031,Actuarial Control Cycle 1,First Semester,Undergraduate,6.0,In Person,2024
50,ACST4032,Actuarial Control Cycle 2,Second Semester,Undergraduate,6.0,In Person,2024
51,ACST8041,Actuarial Control Cycle 2,Second Semester,Postgraduate,6.0,In Person,2024
52,ACST3032,Actuarial Data Analysis,Second Semester,Undergraduate,6.0,In Person,2024
53,ACST4062,Actuarial Data Analysis,Second Semester,Undergraduate,6.0,In Person,2024
54,ACST6032,Actuarial Data Analysis,Second Semester,Postgraduate,6.0,In Person,2024
55,ACST4500,Actuarial Honours Thesis,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
56,ACST4600,Actuarial Research Essay,,Undergraduate,6.0,In Person,2024
57,STAT3038,Actuarial Techniques,Second Semester,Undergraduate,6.0,In Person,2024
58,STAT6045,Actuarial Techniques,Second Semester,Postgraduate,6.0,In Person,2024
59,ENGL6067,Adaptation: From Text to Screen,,Postgraduate,6.0,In Person,2024
60,ENGL2067,Adaptation: From Text to Screen,,Undergraduate,6.0,In Person,2024
61,LAWS2201,Administrative Law,First Semester,Undergraduate,6.0,In Person,2024
62,LAWS6201,Administrative Law,First Semester,Postgraduate,6.0,Online or In Person,2024
63,LING2107,Advanced Academic English,,Undergraduate,6.0,In Person,2024
64,LING6030,Advanced Academic English,,Postgraduate,6.0,In Person,2024
65,LAWS4262,Advanced Administrative Law,,Undergraduate,6.0,Online or In Person,2024
66,LAWS8462,Advanced Administrative Law,,Postgraduate,6.0,Online or In Person,2024
67,MATH2322,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2024
68,MATH3345,Advanced Algebra 2: Field extensions and Galois Theory,First Semester,Undergraduate,6.0,In Person,2024
69,COMP8460,Advanced Algorithms,First Semester,Postgraduate,6.0,In Person,2024
70,COMP4600,Advanced Algorithms,First Semester,Undergraduate,6.0,In Person,2024
71,ARTV2607,Advanced Analogue Photography,Second Semester,Undergraduate,6.0,In Person,2024
72,ARTV6607,Advanced Analogue Photography,,Postgraduate,6.0,In Person,2024
73,MATH2320,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2024
74,MATH3320,Advanced Analysis 2: Lebesgue Integration and Hilbert Spaces,First Semester,Undergraduate,6.0,In Person,2024
75,PHIL3072,Advanced Analytic Philosophy,,Undergraduate,6.0,In Person,2024
76,GREK3125,Advanced Ancient Greek,Second Semester,Undergraduate,6.0,In Person,2024
77,PSYC8521,Advanced Applications in Psychological Practice,Second Semester,Postgraduate,6.0,In Person,2024
78,ARAB3001,Advanced Arabic 1,First Semester,Undergraduate,6.0,Online or In Person,2024
79,ARAB3002,Advanced Arabic 2,Second Semester,Undergraduate,6.0,Online or In Person,2024
80,ARAB3100,Advanced Arabic 3 ,,Undergraduate,6.0,Online,2024
81,PSYC8510,Advanced Assessment in Professional Psychology,First Semester,Postgraduate,6.0,In Person,2024
82,ECON3180,Advanced Behavioral Economics,,Undergraduate,6.0,In Person,2024
83,ECON6080,Advanced Behavioral Economics,,Postgraduate,6.0,In Person,2024
84,ECON8080,Advanced Behavioral Economics,,Postgraduate,6.0,In Person,2024
85,ECON4480,Advanced Behavioral Economics,,Undergraduate,6.0,In Person,2024
86,EMET8020,Advanced Case Studies in Applied Econometrics and Applied Economics,,Postgraduate,6.0,In Person,2024
87,MATH3228,Advanced Complex Analysis,Second Semester,Undergraduate,6.0,In Person,2024
88,COMP4820,Advanced Computing Internship,First Semester/Second Semester,Undergraduate,12.0,In Person,2024
89,COMP4560,Advanced Computing Project,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
90,COMP8800,Advanced Computing Research Project,First Semester/Second Semester,Postgraduate,12.0,In Person,2024
91,COMP8715,Advanced Computing Team Project,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
92,LAWS8218,Advanced Contracts,Summer Session,Postgraduate,6.0,Online or In Person,2024
93,ENGN8224,Advanced Control Systems,Second Semester,Postgraduate,6.0,In Person,2024
94,FINM4015,Advanced Corporate Finance,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
95,FINM8004,Advanced Corporate Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
96,FINM3007,Advanced Derivatives Pricing and Applications,Second Semester,Undergraduate,6.0,In Person,2024
97,MATH3342,Advanced Differential Geometry,First Semester,Undergraduate,6.0,In Person,2024
98,EMET4314,Advanced Econometrics I,First Semester,Undergraduate,6.0,In Person,2024
99,EMET8014,Advanced Econometrics I,First Semester,Postgraduate,6.0,In Person,2024
100,EMET4308,Advanced Econometrics II,,Undergraduate,6.0,In Person,2024
101,EMET8008,Advanced Econometrics II,,Postgraduate,6.0,In Person,2024
102,PHYS3102,Advanced Electromagnetism,First Semester,Undergraduate,6.0,In Person,2024
103,PHYS6102,Advanced Electromagnetism,First Semester,Postgraduate,6.0,In Person,2024
104,ARTV2707,Advanced Etching and Relief Printing,Second Semester,Undergraduate,6.0,In Person,2024
105,PHIL3073,"Advanced Ethics, Social and Political Philosophy",Second Semester,Undergraduate,6.0,In Person,2024
106,BIOL3303,Advanced Field Studies in Functional Ecology,Winter Session,Undergraduate,6.0,In Person,2024
107,BIOL6303,Advanced Field Studies in Functional Ecology,Winter Session,Postgraduate,6.0,In Person,2024
108,ARCH8002,Advanced Field Training in Archaeological Science,Winter Session,Postgraduate,6.0,In Person,2024
109,FREN3010,Advanced French I,First Semester,Undergraduate,6.0,In Person,2024
110,FREN3011,Advanced French II,Second Semester,Undergraduate,6.0,In Person,2024
111,MATH6214,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Postgraduate,6.0,In Person,2024
112,MATH3325,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Undergraduate,6.0,In Person,2024
113,PERS3002,Advanced Functional Persian,Winter Session,Undergraduate,6.0,Online,2024
114,PHYS8721,Advanced Imaging Methods and Systems,First Semester,Postgraduate,6.0,In Person,2024
115,LAWS4264,Advanced International Law,Second Semester,Undergraduate,6.0,Online or In Person,2024
116,FINM4106,Advanced Investments,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
117,FINM8006,Advanced Investments,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
118,ITAL3016,Advanced Italian Topics in Language and Cultural Studies,Second Semester,Undergraduate,6.0,In Person,2024
119,ITAL3015,"Advanced Italian Topics in Language, Culture and Society",First Semester,Undergraduate,6.0,In Person,2024
120,JPNS3006,Advanced Japanese:  Language in Context,First Semester,Undergraduate,6.0,In Person,2024
121,JPNS3005,Advanced Japanese: Issues in Contemporary Japan,,Undergraduate,6.0,In Person,2024
122,JPNS3007,Advanced Japanese: Readings in Culture and Society,,Undergraduate,6.0,In Person,2024
123,JPNS3008,Advanced Japanese: Readings in Literature,Second Semester,Undergraduate,6.0,In Person,2024
124,MUSI2507,Advanced Jazz Studies 1,First Semester,Undergraduate,6.0,In Person,2024
125,MUSI2508,Advanced Jazz Studies 2,Second Semester,Undergraduate,6.0,In Person,2024
126,KORE3018,Advanced Korean B: Culture and History,Second Semester,Undergraduate,6.0,In Person,2024
127,KORE3015,Advanced Korean: Film and Society,First Semester,Undergraduate,6.0,Online or In Person,2024
128,LATN3125,Advanced Latin,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
129,LAWS9800,Advanced Legal Methods and Legal Writing,First Semester,Postgraduate,6.0,Online or In Person,2024
130,LAWS8800,Advanced Legal Methods and Legal Writing,First Semester,Postgraduate,6.0,Online or In Person,2024
131,CHIN3015,Advanced Literary Chinese,First Semester,Undergraduate,6.0,Online or In Person,2024
132,ECON8026,Advanced Macroeconomic Analysis,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
133,BUSN6003,Advanced Management Accounting,Second Semester,Postgraduate,6.0,In Person,2024
134,BUSN3003,Advanced Management Accounting,Second Semester,Undergraduate,6.0,In Person,2024
135,BUSN8003,Advanced Managerial Decision Making,,Postgraduate,6.0,In Person,2024
136,CHEM3202,Advanced Materials,First Semester,Undergraduate,6.0,In Person,2024
137,CHEM6202,Advanced Materials,First Semester,Postgraduate,6.0,In Person,2024
138,CHEM8031,Advanced Materials Manufacturing,Second Semester,Postgraduate,6.0,In Person,2024
139,MATH3353,Advanced Mathematical Bioinformatics,First Semester,Undergraduate,6.0,In Person,2024
140,MATH6208,Advanced Mathematical Bioinformatics,First Semester,Postgraduate,6.0,In Person,2024
141,STAT3056,Advanced Mathematical Statistics,Second Semester,Undergraduate,6.0,In Person,2024
142,STAT6056,Advanced Mathematical Statistics,Second Semester,Postgraduate,6.0,In Person,2024
143,MATH1115,Advanced Mathematics and Applications 1,First Semester,Undergraduate,6.0,In Person,2024
144,MATH1116,Advanced Mathematics and Applications 2,Second Semester,Undergraduate,6.0,In Person,2024
145,ECON8025,Advanced Microeconomic Analysis,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
146,BIOL3203,Advanced Microscopy in Biosciences,Winter Session,Undergraduate,6.0,In Person,2024
147,BIOL6203,Advanced Microscopy in Biosciences,Winter Session,Postgraduate,6.0,In Person,2024
148,CHIN3024,Advanced Modern Chinese A,First Semester,Undergraduate,6.0,Online or In Person,2024
149,CHIN3025,Advanced Modern Chinese B,Second Semester,Undergraduate,6.0,Online or In Person,2024
150,PERS3005,Advanced Persian A,,Undergraduate,6.0,Online,2024
151,PERS3006,Advanced Persian B,,Undergraduate,6.0,Online,2024
152,PHIL3074,Advanced Philosophical Topics,,Undergraduate,6.0,In Person,2024
153,LAWS8183,Advanced Principles of International Law,Spring Session,Postgraduate,6.0,Online or In Person,2024
154,PSYC8511,Advanced Psychological Interventions,First Semester,Postgraduate,6.0,In Person,2024
155,PHYS6101,Advanced Quantum Mechanics,First Semester,Postgraduate,6.0,In Person,2024
156,PHYS3101,Advanced Quantum Mechanics,First Semester,Undergraduate,6.0,In Person,2024
157,ENGN4222,Advanced Reactor Science,,Undergraduate,6.0,In Person,2024
158,PHYS8212,Advanced Reactor Science,Second Semester,Postgraduate,6.0,In Person,2024
159,CLAS9001,Advanced Readings in Classical Studies,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
160,LING4106,Advanced Readings in Linguistics,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
161,ECON8887,Advanced Research Essay,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
162,ECON8888,Advanced Research Essay B,,Postgraduate,6.0,In Person,2024
163,PSYC3018,Advanced Research Methods,First Semester,Undergraduate,6.0,In Person,2024
164,EMDV9066,Advanced Research Project in Environmental Management & Development,Second Semester,Postgraduate,12.0,Online or In Person,2024
165,BIOL8702,Advanced Research Techniques,First Semester,Postgraduate,12.0,In Person,2024
166,ARTV2723,Advanced Screen Printing,First Semester,Undergraduate,6.0,In Person,2024
167,SOCY9002,Advanced Social Research Methods,Second Semester,Postgraduate,6.0,In Person,2024
168,LING3036,Advanced Sociolinguistics,,Undergraduate,6.0,In Person,2024
169,LING6036,Advanced Sociolinguistics,,Postgraduate,6.0,In Person,2024
170,SPAN3031,Advanced Spanish Topics in Language and Linguistics,,Undergraduate,6.0,In Person,2024
171,SPAN3030,Advanced Spanish topics in Language and Culture,First Semester,Undergraduate,6.0,In Person,2024
172,STAT3050,Advanced Statistical Learning,Second Semester,Undergraduate,6.0,In Person,2024
173,STAT4050,Advanced Statistical Learning,Second Semester,Undergraduate,6.0,In Person,2024
174,STAT6050,Advanced Statistical Learning,Second Semester,Postgraduate,6.0,In Person,2024
175,PHYS3103,Advanced Statistical Mechanics,Second Semester,Undergraduate,6.0,In Person,2024
176,PHYS6103,Advanced Statistical Mechanics,Second Semester,Postgraduate,6.0,In Person,2024
177,STAT6060,Advanced Stochastic Processes,Second Semester,Postgraduate,6.0,In Person,2024
178,STAT3006,Advanced Stochastic Processes,Second Semester,Undergraduate,6.0,In Person,2024
179,ARTS2101,Advanced Studies 3,,Undergraduate,6.0,In Person,2024
180,ARTS2102,Advanced Studies 4,,Undergraduate,6.0,In Person,2024
181,ARTS3101,Advanced Studies 5,,Undergraduate,6.0,In Person,2024
182,ARTS3102,Advanced Studies 6,,Undergraduate,6.0,In Person,2024
183,SCNC2101,Advanced Studies Course,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2024
184,SCNC3101,Advanced Studies Course,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2024
185,BPHB1114,Advanced Studies in the Social Sciences and Humanities 1,Second Semester,Undergraduate,6.0,In Person,2024
186,BPHB2114,Advanced Studies in the Social Sciences and Humanities 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2024
187,BPHB3114,Advanced Studies in the Social Sciences and Humanities 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,12.0,In Person,2024
188,SOCR8010,Advanced Survey Data Analysis,Second Semester,Postgraduate,6.0,In Person,2024
189,SOCR8203,Advanced Techniques in the Creation of Social Science Data,Winter Session,Postgraduate,6.0,Online or In Person,2024
190,MATH3354,Advanced Topics in Algebra,Second Semester,Undergraduate,6.0,In Person,2024
191,MATH6216,Advanced Topics in Algebra,Second Semester,Postgraduate,6.0,In Person,2024
192,COMP4620,Advanced Topics in Artificial Intelligence,Second Semester,Undergraduate,6.0,In Person,2024
193,COMP8620,Advanced Topics in Artificial intelligence,Second Semester,Postgraduate,6.0,In Person,2024
194,BIAN8010,Advanced Topics in Biological Anthropology,Spring Session,Postgraduate,6.0,Online or In Person,2024
195,ENGN8637,Advanced Topics in Communications and Signal Processing,,Postgraduate,6.0,In Person,2024
196,COMP4045,Advanced Topics in Computer Systems,,Undergraduate,6.0,In Person,2024
197,COMP8045,Advanced Topics in Computer Systems & Architecture,,Postgraduate,6.0,In Person,2024
198,ENGN8501,Advanced Topics in Computer Vision,,Postgraduate,6.0,In Person,2024
199,COMP8539,Advanced Topics in Computer Vision,,Postgraduate,6.0,In Person,2024
200,COMP8536,Advanced Topics in Deep Learning for Computer Vision,Second Semester,Postgraduate,6.0,In Person,2024
201,COMP4011,Advanced Topics in Formal Methods and Programming Languages    ,Second Semester,Undergraduate,6.0,In Person,2024
202,COMP8011,Advanced Topics in Formal Methods and Programming Languages    ,Second Semester,Postgraduate,6.0,In Person,2024
203,COMP8670,Advanced Topics in Logic and Computation,,Postgraduate,6.0,In Person,2024
204,COMP4680,Advanced Topics in Machine Learning,Second Semester,Undergraduate,6.0,In Person,2024
205,COMP8650,Advanced Topics in Machine Learning,Second Semester,Postgraduate,6.0,In Person,2024
206,MATH3351,Advanced Topics in Mathematical Physics,Second Semester,Undergraduate,6.0,In Person,2024
207,PHIL4012,Advanced Topics in Philosophy 2,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
208,PHIL4011,Advanced Topics in Philosophy I,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
209,ECON8901,"Advanced Topics in Poverty, Public Policy and Development",,Postgraduate,6.0,In Person,2024
210,BIOL8002,Advanced Topics in Quantitative Biology,Second Semester,Postgraduate,6.0,In Person,2024
211,ENGN8536,Advanced Topics in Robotics and Autonomous Systems,Second Semester,Postgraduate,6.0,In Person,2024
212,BIOL3144,Advanced and Applied Immunology,Second Semester,Undergraduate,6.0,In Person,2024
213,BIOL6144,Advanced and Applied Immunology,Second Semester,Postgraduate,6.0,In Person,2024
214,BIOL3107,Advances in Medical and Plant Biochemistry,First Semester,Undergraduate,6.0,In Person,2024
215,BIOL6107,Advances in Medical and Plant Biochemistry,First Semester,Postgraduate,6.0,In Person,2024
216,BIOL3177,Advances in Molecular Plant Science,First Semester,Undergraduate,6.0,In Person,2024
217,BIOL6177,Advances in Molecular Plant Science,First Semester,Postgraduate,6.0,In Person,2024
218,ENGN3338,Aerodynamics,First Semester,Undergraduate,6.0,In Person,2024
219,ENGN3339,Aerospace Structures and Materials,First Semester,Undergraduate,6.0,In Person,2024
220,HIST2315,Africans and Afro-descendants,,Undergraduate,6.0,In Person,2024
221,ARTH2043,After the Bauhaus: Design from the Interwar Period to the Age of Climate Crisis,,Undergraduate,6.0,In Person,2024
222,ENVS3042,Agricultural Innovation,Second Semester,Undergraduate,6.0,In Person,2024
223,ENVS6342,Agricultural Innovation,Second Semester,Postgraduate,6.0,In Person,2024
224,ENVS2024,Agricultural Systems,Winter Session,Undergraduate,6.0,In Person,2024
225,ENVS6224,Agricultural Systems,Winter Session,Postgraduate,6.0,In Person,2024
226,IDEC8018,Agricultural and Resource Economics ,Second Semester,Postgraduate,6.0,Online or In Person,2024
227,IDEC8007,Aid and Development Policy,,Postgraduate,6.0,Online or In Person,2024
228,ENGN4339,Aircraft and Spacecraft - Design and Performance,Second Semester,Undergraduate,6.0,In Person,2024
229,ASIA2747,"Airlines in Asia and the Pacific: Histories, Technologies, Cultures, and Geographies",,Undergraduate,6.0,In Person,2024
230,CRIM2005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",Second Semester,Undergraduate,6.0,In Person,2024
231,CLAS2015,Alexander the Great and the Hellenistic World: An Age of Transformation and Discovery,Second Semester,Undergraduate,6.0,In Person,2024
232,MATH6118,"Algebra 1:  Groups, Rings and Advanced Linear Algebra",Second Semester,Postgraduate,6.0,In Person,2024
233,MATH6215,Algebra 2: Field extensions and Galois Theory,First Semester,Postgraduate,6.0,In Person,2024
234,MATH1003,Algebra and Calculus Methods,First Semester,Undergraduate,6.0,In Person,2024
235,MATH8204,Algebraic Topology,Second Semester,Postgraduate,6.0,In Person,2024
236,MATH4204,Algebraic Topology Honours,Second Semester,Undergraduate,6.0,In Person,2024
237,COMP3600,Algorithms,Second Semester,Undergraduate,6.0,In Person,2024
238,COMP6466,Algorithms,Second Semester,Postgraduate,6.0,In Person,2024
239,STST8053,"Alliances in Asia: theory, history and practice",Second Semester,Postgraduate,6.0,In Person,2024
240,ARTV2315,Alternative Process in Glass Kiln Forming ,Summer Session,Undergraduate,6.0,In Person,2024
241,ENGL3021,"American Literature: Nature, Retreat, Experiment",,Undergraduate,6.0,In Person,2024
242,ENGL6021,"American Literature: Nature, Retreat, Experiment",,Postgraduate,6.0,In Person,2024
243,ARTV6601,Analogue Photography,,Postgraduate,6.0,In Person,2024
244,ARTV1601,Analogue Photography ,Winter Session,Undergraduate,6.0,In Person,2024
245,MATH6110,Analysis 1: Metric spaces and Applications,First Semester,Postgraduate,6.0,In Person,2024
246,MATH6212,Analysis 2: Lebesgue Integration and Hilbert Spaces,First Semester,Postgraduate,6.0,In Person,2024
247,BUSN8007,Analysis of Financial Reporting,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
248,BUSN4007,Analysis of Financial Reporting,First Semester/Second Semester,Undergraduate,6.0,In Person,2024
249,POPH8313,Analysis of Public Health Data,Second Semester,Postgraduate,6.0,Online or In Person,2024
250,ARCH3043,Analysis of Vertebrate Remains,,Undergraduate,6.0,In Person,2024
251,ARCH6043,Analysis of Vertebrate Remains,,Postgraduate,6.0,In Person,2024
252,EMSC4122,Analytical Techniques,First Semester,Undergraduate,6.0,In Person,2024
253,EMSC8022,Analytical Techniques,First Semester,Postgraduate,6.0,In Person,2024
254,INFS8211,Analytics for Digital Transformation,,Postgraduate,6.0,In Person,2024
255,ARCH8044,Ancient Biomolecules And Our Past,,Postgraduate,6.0,In Person,2024
256,CLAS1006,"Ancient Greece: History, Culture and Society",,Undergraduate,6.0,In Person,2024
257,BIAN6512,Ancient Health and Disease,Second Semester,Postgraduate,6.0,In Person,2024
258,BIAN3125,Ancient Health and Disease,Second Semester,Undergraduate,6.0,In Person,2024
259,BIAN6519,Ancient Medicine,,Postgraduate,6.0,In Person,2024
260,BIAN2130,Ancient Medicine,,Undergraduate,6.0,In Person,2024
261,ARCH2030,Angkor: Power and Glory. The Rise of States in Southeast Asia,,Undergraduate,6.0,Online or In Person,2024
262,ARCH3108,Animal and Plant Domestication,,Undergraduate,6.0,In Person,2024
263,ARCH6108,Animal and Plant Domestication,,Postgraduate,6.0,In Person,2024
264,CHMD8009,Anthropological Approaches to Health Interventions,Second Semester,Postgraduate,6.0,Online or In Person,2024
265,ANTH9112,Anthropological Field Methods,Autumn Session,Postgraduate,12.0,In Person,2024
266,ANTH9949,Anthropological Methods for PhD students,Autumn Session,Postgraduate,12.0,In Person,2024
267,ANTH9901,Anthropology PhD Thesis Writing Workshop,First Semester/Second Semester,Postgraduate,12.0,In Person,2024
268,ANTH8061,Anthropology and Planetary Futures,First Semester,Postgraduate,6.0,Online or In Person,2024
269,CHMD8022,Anthropology of Biomedical Technologies in Practice,,Postgraduate,6.0,Online or In Person,2024
270,ANTH6064,Anthropology of Environmental Disasters,First Semester,Postgraduate,6.0,In Person,2024
271,BIAN2064,Anthropology of Environmental Disasters,First Semester,Undergraduate,6.0,In Person,2024
272,ARAB3010,Applied Arabic,,Undergraduate,12.0,In Person,2024
273,FINM7007,Applied Corporate Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
274,CYBN8005,Applied Cybernetics Professional Experience,Winter Session/Second Semester,Postgraduate,0.0,In Person,2024
275,CECS8005,Applied Cybernetics Professional Experience,,Postgraduate,0.0,In Person,2024
276,FINM6041,Applied Derivatives,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
277,IDEC8020,Applied Economic Dynamics,First Semester,Postgraduate,6.0,Online or In Person,2024
278,MGMT8020,Applied Entrepreneurship and Innovation,,Postgraduate,6.0,In Person,2024
279,FINM8014,Applied Financial Intermediation and Debt Markets,,Postgraduate,6.0,In Person,2024
280,FINM7006,Applied Foundations of Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
281,FINM6015,Applied Foundations of Fintech,Second Semester,Postgraduate,6.0,In Person,2024
282,EMSC3033,Applied Geophysics,First Semester,Undergraduate,6.0,In Person,2024
283,FINM7008,Applied Investments,First Semester/Second Semester,Postgraduate,6.0,In Person,2024
284,EMET4310,Applied Macro & Financial Econometrics,Second Semester,Undergraduate,6.0,In Person,2024
285,EMET3008,Applied Macro and Financial Econometrics,Second Semester,Undergraduate,6.0,In Person,2024
286,EMET6010,Applied Macro and Financial Econometrics,Second Semester,Postgraduate,6.0,In Person,2024
287,EMET8010,Applied Macro and Financial Econometrics,,Postgraduate,6.0,In Person,2024
288,MKTG8060,Applied Market Research,Second Semester,Postgraduate,6.0,In Person,2024
289,PHYS4301,Applied Mathematical Methods in Physics,First Semester,Undergraduate,6.0,In Person,2024
290,PHYS8301,Applied Mathematical Methods in Physics,First Semester,Postgraduate,6.0,In Person,2024
291,MATH2305,Applied Mathematics I,First Semester,Undergraduate,6.0,In Person,2024
292,MATH2306,Applied Mathematics II,Second Semester,Undergraduate,6.0,In Person,2024
293,EMET4301,Applied Micro-econometrics,First Semester,Undergraduate,6.0,In Person,2024
