,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
52,BUSN1002,Accounting Processes and Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
53,BUSN3001,Accounting Theory,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
54,LEGW8100,Accounts,Spring Session,Postgraduate,3.0,In Person,2017
55,ACST4031,Actuarial Control Cycle 1,First Semester,Undergraduate,6.0,In Person,2017
56,ACST8040,Actuarial Control Cycle 1,First Semester,Postgraduate,6.0,In Person,2017
57,ACST4032,Actuarial Control Cycle 2,Second Semester,Undergraduate,6.0,In Person,2017
58,ACST8041,Actuarial Control Cycle 2,Second Semester,Postgraduate,6.0,In Person,2017
59,ACST4600,Actuarial Research Essay,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
60,ACST4004P,Actuarial Studies IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2017
61,ACST4004F,Actuarial Studies IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2017
62,STAT3038,Actuarial Techniques,Second Semester,Undergraduate,6.0,In Person,2017
63,STAT6045,Actuarial Techniques,Second Semester,Postgraduate,6.0,In Person,2017
64,LAWS8652,Administrative Decision Making in Australian Migration Law,First Semester/Second Semester,Postgraduate,6.0,Online,2017
65,LAWS2201,Administrative Law,First Semester,Undergraduate,6.0,In Person,2017
66,LAWS6201,Administrative Law,First Semester,Postgraduate,6.0,In Person,2017
67,LAWS8709,Administrative Law & Commonwealth Constitutional Law A,,Postgraduate,8.0,Online,2017
68,LAWS8710,Administrative Law & Commonwealth Constitutional Law B,,Postgraduate,8.0,Online,2017
69,LEGW8118,Administrative Law Practice,Summer Session/Autumn Session,Postgraduate,3.0,Online,2017
70,MATH3104,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2017
71,MATH2322,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2017
72,MATH3345,Advanced Algebra 2: Field extensions and Galois Theory,First Semester,Undergraduate,6.0,In Person,2017
73,COMP4600,Advanced Algorithms,,Undergraduate,6.0,In Person,2017
74,COMP8460,Advanced Algorithms,,Postgraduate,6.0,In Person,2017
75,MATH2320,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2017
76,MATH3116,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2017
77,MATH3320,"Advanced Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Undergraduate,6.0,In Person,2017
78,PHIL3072,Advanced Analytic Philosophy,First Semester,Undergraduate,6.0,In Person,2017
79,GREK6125,Advanced Ancient Greek,First Semester/Second Semester,Postgraduate,6.0,In Person,2017
80,GREK2125,Advanced Ancient Greek,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
81,ARAB3001,Advanced Arabic A,First Semester,Undergraduate,6.0,Online or In Person,2017
82,ARAB6503,Advanced Arabic A,First Semester,Postgraduate,6.0,Online or In Person,2017
83,ARAB3002,Advanced Arabic B,Second Semester,Undergraduate,6.0,Online or In Person,2017
84,ARAB6504,Advanced Arabic B,Second Semester,Postgraduate,6.0,Online or In Person,2017
85,BUSN4056,Advanced Auditing and Assurance Services,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
86,BUSN8056,Advanced Auditing and Assurance Services,Second Semester,Postgraduate,6.0,In Person,2017
87,ECON3180,Advanced Behavioral Economics,,Undergraduate,6.0,In Person,2017
88,ECON8080,Advanced Behavioral Economics,,Postgraduate,6.0,In Person,2017
89,ECON4480,Advanced Behavioral Economics,,Undergraduate,6.0,In Person,2017
90,PHYS4103,Advanced Classical Mechanics,First Semester,Undergraduate,6.0,In Person,2017
91,LAWS8655,Advanced Comparative Migration Law,Second Semester,Postgraduate,6.0,Online,2017
92,MATH3228,Advanced Complex Analysis,Second Semester,Undergraduate,6.0,In Person,2017
93,COMP4560,Advanced Computing Project,Summer Session/First Semester/Second Semester,Undergraduate,6.0,In Person,2017
94,COMP3560,Advanced Computing R&D Industry Experience,First Semester/Second Semester,Undergraduate,0.0,In Person,2017
95,COMP2550,Advanced Computing R&D Methods,First Semester,Undergraduate,6.0,In Person,2017
96,COMP3550,Advanced Computing R&D Project,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
97,COMP4450,Advanced Computing Research Methods,First Semester,Undergraduate,6.0,In Person,2017
98,COMP4550,Advanced Computing Research Project,First Semester/Second Semester,Undergraduate,12.0,In Person,2017
99,PHIL3071,Advanced Continental Philosophy,Second Semester,Undergraduate,6.0,In Person,2017
100,LAWS8218,Advanced Contracts,Spring Session,Postgraduate,6.0,In Person,2017
101,FINM8004,Advanced Corporate Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2017
102,FINM4015,Advanced Corporate Finance,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
103,MATH3346,Advanced Data Mining,,Undergraduate,6.0,In Person,2017
104,FINM3007,Advanced Derivatives Pricing and Applications,Second Semester,Undergraduate,6.0,In Person,2017
105,MATH3342,Advanced Differential Geometry,First Semester,Undergraduate,6.0,In Person,2017
106,EMSC4109,Advanced Earth Physics,Second Semester,Undergraduate,6.0,In Person,2017
107,EMSC8019,Advanced Earth Physics,Second Semester,Postgraduate,6.0,In Person,2017
108,PHYS4102,Advanced Electromagnetism,First Semester,Undergraduate,6.0,In Person,2017
109,PHIL3073,"Advanced Ethics, Social and Political Philosophy",Second Semester,Undergraduate,6.0,In Person,2017
110,BIOL3303,Advanced Field Studies in Functional Ecology,Autumn Session,Undergraduate,6.0,In Person,2017
111,BIOL6303,Advanced Field Studies in Functional Ecology,Autumn Session,Postgraduate,6.0,In Person,2017
112,ARCH8002,Advanced Field Training in Archaeological Science,Winter Session,Postgraduate,6.0,In Person,2017
113,LING3032,Advanced Forensic Linguistics: Forensic Voice and Text Comparison,Second Semester,Undergraduate,6.0,Blended,2017
114,LING6032,Advanced Forensic Linguistics: Forensic Voice and Text Comparison,Second Semester,Postgraduate,6.0,In Person,2017
115,MATH3343,Advanced Foundations of Mathematics,First Semester,Undergraduate,6.0,In Person,2017
116,FREN3010,Advanced French I,First Semester,Undergraduate,6.0,In Person,2017
117,FREN6010,Advanced French I,First Semester,Postgraduate,6.0,In Person,2017
118,FREN3011,Advanced French II,Second Semester,Undergraduate,6.0,In Person,2017
119,FREN6011,Advanced French II,Second Semester,Postgraduate,6.0,In Person,2017
120,MATH6214,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Postgraduate,6.0,In Person,2017
121,MATH3325,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Undergraduate,6.0,In Person,2017
122,ACST8048,Advanced General Insurance,,Postgraduate,6.0,In Person,2017
123,EMSC4121,"Advanced Geochemistry, Petrology and Tectonics",First Semester,Undergraduate,6.0,In Person,2017
124,EMSC8021,"Advanced Geochemistry, Petrology and Tectonics",First Semester,Postgraduate,6.0,In Person,2017
125,ACST4049,Advanced Global Retirement Income Systems,,Undergraduate,6.0,In Person,2017
126,ACST8049,Advanced Global Retirement Income Systems,,Postgraduate,6.0,In Person,2017
127,ACST4045,Advanced Insurance,First Semester,Undergraduate,6.0,In Person,2017
128,ACST8045,Advanced Insurance,First Semester,Postgraduate,6.0,In Person,2017
129,LAWS4264,Advanced International Law,,Undergraduate,6.0,In Person,2017
130,FINM4106,Advanced Investments,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
131,FINM8006,Advanced Investments,First Semester/Second Semester,Postgraduate,6.0,In Person,2017
132,ANTH8034,Advanced Issues in Anthropology,Second Semester,Postgraduate,12.0,In Person,2017
133,ITAL3016,Advanced Italian Topics in Language and Literary Studies,Second Semester,Undergraduate,6.0,In Person,2017
134,ITAL6510,Advanced Italian Topics in Language and Literary Studies,Second Semester,Postgraduate,6.0,In Person,2017
135,ITAL3015,"Advanced Italian Topics in Language, Culture and Society",First Semester,Undergraduate,6.0,In Person,2017
136,ITAL6509,"Advanced Italian Topics in Language, Culture and Society",First Semester,Postgraduate,6.0,In Person,2017
137,JPNS3006,Advanced Japanese:  Language in Context,,Undergraduate,6.0,In Person,2017
138,JPNS3005,Advanced Japanese: Issues in Contemporary Japan,Second Semester,Undergraduate,6.0,In Person,2017
139,JPNS6505,Advanced Japanese: Issues in Contemporary Japan,Second Semester,Postgraduate,6.0,In Person,2017
140,JPNS6506,Advanced Japanese: Language in Context,,Postgraduate,6.0,In Person,2017
141,JPNS3007,Advanced Japanese: Readings in Culture and Society,First Semester,Undergraduate,6.0,In Person,2017
142,JPNS6507,Advanced Japanese: Readings in Culture and Society,First Semester,Postgraduate,6.0,In Person,2017
143,JPNS3008,Advanced Japanese: Readings in Literature,,Undergraduate,6.0,In Person,2017
144,JPNS6508,Advanced Japanese: Readings in Literature,,Postgraduate,6.0,In Person,2017
145,KORE6017,Advanced Korean: Film and Society,,Postgraduate,6.0,In Person,2017
146,LATN2125,Advanced Latin,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
147,LATN3125,Advanced Latin,,Undergraduate,6.0,In Person,2017
148,LATN6125,Advanced Latin,First Semester/Second Semester,Postgraduate,6.0,In Person,2017
149,ACST8047,Advanced Life Insurance,,Postgraduate,6.0,In Person,2017
150,CHIN3015,Advanced Literary Chinese,First Semester/Second Semester,Undergraduate,6.0,Online or In Person,2017
151,CHIN6015,Advanced Literary Chinese,First Semester/Second Semester,Postgraduate,6.0,Online or In Person,2017
152,BUSN3003,Advanced Management Accounting,,Undergraduate,6.0,In Person,2017
153,BUSN8003,Advanced Managerial Decision Making,,Postgraduate,6.0,In Person,2017
154,STAT3005,Advanced Marketing Research Methods,,Undergraduate,6.0,In Person,2017
155,STAT7007,Advanced Marketing Research Methods,,Postgraduate,6.0,In Person,2017
156,MATH6208,Advanced Mathematical Bioinformatics,First Semester/Second Semester,Postgraduate,6.0,In Person,2017
157,MATH3353,Advanced Mathematical Bioinformatics,First Semester,Undergraduate,6.0,In Person,2017
158,STAT3056,Advanced Mathematical Statistics,Second Semester,Undergraduate,6.0,In Person,2017
159,STAT8056,Advanced Mathematical Statistics,Second Semester,Postgraduate,6.0,In Person,2017
160,MATH1116,Advanced Mathematics and Applications  2,Second Semester,Undergraduate,6.0,In Person,2017
161,MATH1115,Advanced Mathematics and Applications 1,First Semester,Undergraduate,6.0,In Person,2017
162,LAWS8165,Advanced Military Administrative Law,,Postgraduate,9.0,In Person,2017
163,LAWS8164,Advanced Military Discipline Law,Winter Session,Postgraduate,9.0,In Person,2017
164,LAWS8166,Advanced Military Operations Law,Autumn Session,Postgraduate,6.0,In Person,2017
165,EXTN1014,Advanced Music (Classical) ANU,Autumn Session,Undergraduate,6.0,In Person,2017
166,EXTN1013,Advanced Music (Jazz) ANU,Autumn Session,Undergraduate,6.0,In Person,2017
167,EMSC8707,Advanced Natural Hazards,,Postgraduate,6.0,In Person,2017
168,PERS3005,Advanced Persian A,First Semester,Undergraduate,6.0,In Person,2017
169,PERS6005,Advanced Persian A,First Semester,Postgraduate,6.0,In Person,2017
170,PERS3006,Advanced Persian B,Second Semester,Undergraduate,6.0,In Person,2017
171,PERS6006,Advanced Persian B,Second Semester,Postgraduate,6.0,In Person,2017
172,PHIL3074,Advanced Philosophical Topics,,Undergraduate,6.0,In Person,2017
173,CHEM3202,Advanced Physical & Materials Chemistry,First Semester,Undergraduate,6.0,In Person,2017
174,LAWS8248,Advanced Principles of Competition Law,,Postgraduate,6.0,In Person,2017
175,LAWS8183,Advanced Principles of International Law,Autumn Session,Postgraduate,6.0,In Person,2017
176,PHYS4100,Advanced Quantum Physics,First Semester,Undergraduate,6.0,In Person,2017
177,CHIN3211,Advanced Readings in Chinese A,First Semester,Undergraduate,6.0,Online or In Person,2017
178,CHIN6211,Advanced Readings in Chinese A,First Semester,Postgraduate,6.0,In Person,2017
179,CHIN3212,Advanced Readings in Chinese B,Second Semester,Undergraduate,6.0,Online or In Person,2017
180,CHIN6212,Advanced Readings in Chinese B,Second Semester,Postgraduate,6.0,Online or In Person,2017
181,JPNS3023,Advanced Readings in Japanese A,First Semester,Undergraduate,6.0,In Person,2017
182,JPNS6023,Advanced Readings in Japanese A,First Semester,Postgraduate,6.0,In Person,2017
183,JPNS6025,Advanced Readings in Japanese B,Second Semester,Postgraduate,6.0,In Person,2017
184,JPNS3024,Advanced Readings in Japanese B,Second Semester,Undergraduate,6.0,In Person,2017
185,PHIL4011,Advanced Readings in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
186,ASIA3108,Advanced Readings in South and Southeast Asian Cultures,Second Semester,Undergraduate,6.0,In Person,2017
187,ASIA6108,Advanced Readings in South and Southeast Asian Cultures,Second Semester,Postgraduate,6.0,In Person,2017
188,ENVS6319,Advanced Remote Sensing and GIS,First Semester,Postgraduate,6.0,In Person,2017
189,ENVS3019,Advanced Remote Sensing and GIS,First Semester,Undergraduate,6.0,In Person,2017
190,PSYC3018,Advanced Research Methods,Second Semester,Undergraduate,6.0,In Person,2017
191,EMDV9102,Advanced Research Methods for Environmental Management,,Research,6.0,In Person,2017
192,EMDV9066,Advanced Research Project in Environmental Management & Development,,Research,12.0,In Person,2017
193,EMDV9008,Advanced Research Proposal in Environmental Management & Development,,Research,6.0,In Person,2017
194,BIOL8702,Advanced Research Techniques,First Semester,Postgraduate,12.0,In Person,2017
195,SOCY8102,Advanced Social Research Methods,First Semester/Second Semester,Postgraduate,6.0,In Person,2017
196,SOCR8204,Advanced Social Science Approaches to Inform Policy Development and Service Delivery,,Postgraduate,6.0,Blended,2017
197,SPAN6510,Advanced Spanish Topics in Language and Culture,First Semester,Postgraduate,6.0,In Person,2017
198,SPAN3031,Advanced Spanish Topics in Language and Linguistics,,Undergraduate,6.0,In Person,2017
199,SPAN6509,Advanced Spanish Topics in Language and Linguistics,,Postgraduate,6.0,In Person,2017
200,SPAN3030,Advanced Spanish topics in Language and Culture,First Semester,Undergraduate,6.0,In Person,2017
201,PHYS4104,Advanced Statistical Mechanics,First Semester,Undergraduate,6.0,In Person,2017
202,STAT3006,Advanced Stochastic Processes,Second Semester,Undergraduate,6.0,In Person,2017
203,STAT7006,Advanced Stochastic Processes,Second Semester,Postgraduate,6.0,In Person,2017
204,SCNC2101,Advanced Studies 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
205,ARTS1101,Advanced Studies 1: Thinking Research,First Semester,Undergraduate,6.0,In Person,2017
206,SCNC2102,Advanced Studies 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
207,ARTS1102,Advanced Studies 2: Doing Research,Second Semester,Undergraduate,6.0,In Person,2017
208,ARTS2101,Advanced Studies 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
209,SCNC2103,Advanced Studies 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
210,SCNC2104,Advanced Studies 4,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
211,ARTS2102,Advanced Studies 4,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
212,ARTS3101,Advanced Studies 5,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
213,SCNC3101,Advanced Studies 5,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
214,ARTS3102,Advanced Studies 6,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
215,SCNC3102,Advanced Studies 6,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
216,ASIA1114,Advanced Studies in Asia and the Pacific 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
217,ASIA2114,Advanced Studies in Asia and the Pacific 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
218,ASIA3114,Advanced Studies in Asia and the Pacific 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2017
219,STST3004,Advanced Study in Asia-Pacific Security,,Undergraduate,6.0,In Person,2017
220,LAWS8030,Advanced Succession Practice,,Postgraduate,6.0,Online,2017
221,SOCR8010,Advanced Survey Data Analysis,,Postgraduate,6.0,In Person,2017
222,SOCR8203,Advanced Techniques in the Creation of Social Science Data,,Postgraduate,6.0,Blended,2017
223,PHYS3002,Advanced Theoretical Physics,Second Semester,Undergraduate,6.0,In Person,2017
224,MATH6216,Advanced Topics in Algebra,Second Semester,Postgraduate,6.0,In Person,2017
225,MATH3354,Advanced Topics in Algebra,Second Semester,Undergraduate,6.0,In Person,2017
226,COMP4620,Advanced Topics in Artificial Intelligence,Second Semester,Undergraduate,6.0,In Person,2017
227,COMP8620,Advanced Topics in Artificial intelligence,Second Semester,Postgraduate,6.0,In Person,2017
228,ENGN8637,Advanced Topics in Communications and Signal Processing,First Semester,Postgraduate,6.0,In Person,2017
229,INFS4201,Advanced Topics in Information Systems Research,First Semester,Undergraduate,6.0,In Person,2017
230,INFS8201,Advanced Topics in Information Systems Research,,Postgraduate,6.0,In Person,2017
231,COMP8670,Advanced Topics in Logic and Computation,Second Semester,Postgraduate,6.0,In Person,2017
232,MATH3351,Advanced Topics in Mathematical Physics,First Semester,Undergraduate,6.0,In Person,2017
233,ENGN8536,Advanced Topics in Mechatronics Systems,Second Semester,Postgraduate,6.0,In Person,2017
234,PHIL4010,Advanced Topics in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
235,ECON8901,"Advanced Topics in Poverty, Public Policy and Development",Second Semester,Postgraduate,6.0,In Person,2017
236,ENGN8527,Advanced Topics in Solar Energy Technologies,,Postgraduate,6.0,In Person,2017
237,COMP4680,Advanced Topics in Statistical Machine Learning,,Undergraduate,6.0,In Person,2017
238,COMP8650,Advanced Topics in Statistical Machine Learning,,Postgraduate,6.0,In Person,2017
239,LANG7000F,Advanced Translation Thesis,,Postgraduate,12.0,In Person,2017
240,LANG7000P,Advanced Translation Thesis,,Postgraduate,12.0,In Person,2017
241,LANG7001F,Advanced Translation and Commentary,,Postgraduate,12.0,In Person,2017
242,LANG7001P,Advanced Translation and Commentary,,Postgraduate,12.0,In Person,2017
243,EMSC4018,Advanced Water and Marine Geosciences,First Semester,Undergraduate,6.0,In Person,2017
244,EMSC8018,Advanced Water and Marine Geosciences,First Semester,Postgraduate,6.0,In Person,2017
245,LAWS8321,Advanced Will Drafting,Spring Session,Postgraduate,6.0,Online,2017
246,BIOL3144,Advanced and Applied Immunology,Second Semester,Undergraduate,6.0,In Person,2017
247,BIOL6144,Advanced and Applied Immunology,Second Semester,Postgraduate,6.0,In Person,2017
248,BIOL6107,Advances in Medical and Plant Biochemistry,First Semester,Postgraduate,6.0,In Person,2017
249,BIOL3107,Advances in Medical and Plant Biochemistry,First Semester,Undergraduate,6.0,In Person,2017
250,BIOL3177,Advances in Molecular Plant Science,First Semester,Undergraduate,6.0,In Person,2017
251,BIOL6177,Advances in Molecular Plant Science,First Semester,Postgraduate,6.0,In Person,2017
252,MKTG2033,Advertising,First Semester,Undergraduate,6.0,In Person,2017
253,LAWS8327,Advocacy,Winter Session,Postgraduate,6.0,Online or In Person,2017
254,LAWS8132,Advocacy - Family Law,Autumn Session,Postgraduate,6.0,In Person,2017
255,IDEC8018,Agricultural Economics and Resource Policy,Second Semester,Postgraduate,6.0,In Person,2017
256,IDEC8007,Aid and Development Policy,First Semester,Postgraduate,6.0,In Person,2017
257,CRIM6005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",,Postgraduate,6.0,In Person,2017
258,CRIM2005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",,Undergraduate,6.0,In Person,2017
259,ANCH2022,Alexander the Great and the Hellenistic World,,Undergraduate,6.0,In Person,2017
260,ASGS1005,Algebra,First Semester,Undergraduate,6.0,In Person,2017
261,MATH6118,"Algebra 1:  Groups, Rings and Advanced Linear Algebra",Second Semester,Postgraduate,6.0,In Person,2017
262,MATH6215,Algebra 2: Field extensions and Galois Theory,First Semester,Postgraduate,6.0,In Person,2017
263,MATH1003,Algebra and Calculus Methods,First Semester,Undergraduate,6.0,In Person,2017
264,ANUC1003,Algebra and Calculus Methods,Second Semester,Undergraduate,6.0,In Person,2017
265,MATH6204,Algebraic Topology,Second Semester,Postgraduate,6.0,In Person,2017
266,MATH4204,Algebraic Topology Honours,Second Semester,Undergraduate,6.0,In Person,2017
267,COMP6466,Algorithms,Second Semester,Postgraduate,6.0,In Person,2017
268,COMP3600,Algorithms,Second Semester,Undergraduate,6.0,In Person,2017
269,NSPO8024,American National Security Policy,Second Semester,Postgraduate,6.0,In Person,2017
270,HIST6126,American Sixties,,Postgraduate,6.0,In Person,2017
271,HIST2126,American Sixties,,Undergraduate,6.0,In Person,2017
272,ARCH8104,An Introduction to Cultural and Environmental Heritage,First Semester,Postgraduate,6.0,Online or In Person,2017
273,ARCH4001,An Introduction to Cultural and Environmental Heritage,First Semester,Undergraduate,6.0,In Person,2017
274,EMSC8012,An Introduction to Inverse Problems in the Earth Sciences,,Postgraduate,6.0,In Person,2017
275,POLS1007,An Introduction to Latin American Studies,Second Semester,Undergraduate,6.0,In Person,2017
276,SOCY1004,Analysing the Social World: An Introduction to Social Psychology,Second Semester,Undergraduate,6.0,In Person,2017
277,MATH6110,Analysis 1: Metric spaces and Applications,First Semester,Postgraduate,6.0,In Person,2017
278,MATH6212,"Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Postgraduate,6.0,In Person,2017
279,BUSN4007,Analysis of Financial Reporting,First Semester/Second Semester,Undergraduate,6.0,In Person,2017
280,BUSN8007,Analysis of Financial Reporting,First Semester/Second Semester,Postgraduate,6.0,In Person,2017
281,BIAN6518,Analysis of Mammalian Remains,,Postgraduate,6.0,In Person,2017
282,BIAN3016,Analysis of Mammalian Remains,,Undergraduate,6.0,In Person,2017
283,POPH8913,Analysis of Public Health Data,,Research,6.0,In Person,2017
284,POPH8313,Analysis of Public Health Data,Second Semester,Postgraduate,6.0,Online or In Person,2017
285,EMSC4122,Analytical Techniques,Second Semester,Undergraduate,3.0,In Person,2017
286,EMSC8022,Analytical Techniques,Second Semester,Postgraduate,6.0,In Person,2017
287,EMSC8024,Analytical Techniques and Data Analysis,Second Semester,Postgraduate,6.0,In Person,2017
288,EMSC4020,Analytical Techniques and Data Analysis,Second Semester,Undergraduate,6.0,In Person,2017
289,ANCH1013,Ancient Athens: democracy and empire,First Semester,Undergraduate,6.0,In Person,2017
