,CourseCode,Name,Session,Career,Units,ModeOfDelivery,Year
35,ANTH7002,Aboriginal Studies Sub-thesis,First Semester/Second Semester,Postgraduate,18.0,In Person,2015
36,ANTH7003,Aboriginal Studies Sub-thesis (Part-Time),First Semester/Second Semester,Postgraduate,9.0,In Person,2015
37,ABST8900F,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2015
38,ABST9000F,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2015
39,ABST8900P,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2015
40,ABST9000P,"Aboriginal and Economic Policy Research, RSSS",,Research,6.0,In Person,2015
41,ARTH2098,Aboriginal and Torres Strait Islander Art,,Undergraduate,6.0,In Person,2015
42,ARTH6598,Aboriginal and Torres Strait Islander Art,,Postgraduate,6.0,Online or In Person,2015
43,EDUC8007,Academic  Leadership and Management,First Semester,Postgraduate,6.0,In Person,2015
44,EDUC8005,Academic Career in Context,,Postgraduate,6.0,In Person,2015
45,DEMO6925,Academic Skills for Social Scientists,Summer Session/Autumn Session,Postgraduate,6.0,In Person,2015
46,PHYS8203,Accelerators and their application,First Semester,Postgraduate,6.0,In Person,2015
47,ASIA6021,Accessing Japanese Law: Contemporary Issues in Japanese Law and Society,,Postgraduate,6.0,In Person,2015
48,ASIA3020,Accessing Japanese Law: Contemporary Issues in Japanese Law and Society,,Undergraduate,6.0,In Person,2015
49,PREP1103,Accounting,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
50,ACCT4004F,Accounting IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2015
51,ACCT4004P,Accounting IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2015
52,INFS2005,Accounting Information Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
53,INFS7004,Accounting Information Systems,Second Semester,Postgraduate,6.0,In Person,2015
54,BUSN1002,Accounting Processes and Systems,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
55,BUSN3001,Accounting Theory,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
56,LEGW8100,Accounts,Summer Session/Autumn Session/Winter Session/Spring Session,Postgraduate,3.0,In Person,2015
57,LANG2103,Acquiring Pragmatics of a Second Language,,Undergraduate,6.0,In Person,2015
58,LANG6103,Acquiring Pragmatics of a Second Language,,Postgraduate,6.0,In Person,2015
59,EDUC8006,Action Learning Project,Summer Session/First Semester/Second Semester,Postgraduate,3.0,In Person,2015
60,EDUC8010,Action Learning Project 2,First Semester/Second Semester,Postgraduate,3.0,In Person,2015
61,EDUC8009,Action Research Project 1,First Semester,Postgraduate,6.0,In Person,2015
62,EDUC8011,Action Research Project 3,Second Semester,Postgraduate,6.0,In Person,2015
63,ACST4031,Actuarial Control Cycle A1,First Semester,Undergraduate,6.0,In Person,2015
64,ACST4032,Actuarial Control Cycle A2,Second Semester,Undergraduate,6.0,In Person,2015
65,ACST4033,Actuarial Control Cycle B,Second Semester,Undergraduate,6.0,In Person,2015
66,ACST4004F,Actuarial Studies IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2015
67,ACST4004P,Actuarial Studies IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2015
68,STAT6045,Actuarial Techniques,Second Semester,Postgraduate,6.0,In Person,2015
69,STAT3038,Actuarial Techniques,Second Semester,Undergraduate,6.0,In Person,2015
70,LAWS8652,Administrative Decision Making in Australian Migration Law,First Semester/Second Semester,Postgraduate,6.0,Online,2015
71,LAWS2201,Administrative Law,First Semester,Undergraduate,6.0,In Person,2015
72,LAWS6201,Administrative Law,First Semester,Postgraduate,6.0,In Person,2015
73,LEGW8118,Administrative Law Practice,Summer Session/Autumn Session/Winter Session/Spring Session,Postgraduate,3.0,Online,2015
74,MATH3104,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2015
75,MATH2322,"Advanced Algebra 1: Groups, Rings and Linear Algebra",Second Semester,Undergraduate,6.0,In Person,2015
76,MATH3345,Advanced Algebra 2: Field extensions and Galois Theory,First Semester,Undergraduate,6.0,In Person,2015
77,COMP4600,Advanced Algorithms,,Undergraduate,6.0,In Person,2015
78,COMP8460,Advanced Algorithms,,Postgraduate,6.0,In Person,2015
79,MATH2320,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2015
80,MATH3116,Advanced Analysis 1: Metric Spaces and Applications,First Semester,Undergraduate,6.0,In Person,2015
81,MATH3320,"Advanced Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester,Undergraduate,6.0,In Person,2015
82,PHIL3072,Advanced Analytic Philosophy,Second Semester,Undergraduate,6.0,In Person,2015
83,GREK2125,Advanced Ancient Greek,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
84,GREK6125,Advanced Ancient Greek,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
85,GREK2117,Advanced Ancient Greek P - Reading course,,Undergraduate,6.0,In Person,2015
86,GREK2118,Advanced Ancient Greek Q - Reading Course,Second Semester,Undergraduate,6.0,In Person,2015
87,ARAB3001,Advanced Arabic A,First Semester,Undergraduate,6.0,In Person,2015
88,ARAB6503,Advanced Arabic A,First Semester,Postgraduate,6.0,In Person,2015
89,ARAB3002,Advanced Arabic B,Second Semester,Undergraduate,6.0,In Person,2015
90,ARAB6504,Advanced Arabic B,Second Semester,Postgraduate,6.0,In Person,2015
91,BUSN8056,Advanced Auditing and Assurance Services,First Semester,Postgraduate,6.0,In Person,2015
92,LAWS8655,Advanced Comparative Migration Law,,Postgraduate,6.0,Online,2015
93,MATH3228,Advanced Complex Analysis,Second Semester,Undergraduate,6.0,In Person,2015
94,COMP4560,Advanced Computing Project,First Semester/Second Semester,Undergraduate,12.0,In Person,2015
95,COMP3560,Advanced Computing R&D Industry Experience,Summer Session/Second Semester/Spring Session,Undergraduate,0.0,In Person,2015
96,COMP2550,Advanced Computing R&D Methods,First Semester,Undergraduate,6.0,In Person,2015
97,COMP3550,Advanced Computing R&D Project,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
98,COMP4550,Advanced Computing Research Project,First Semester/Second Semester,Undergraduate,12.0,In Person,2015
99,PHIL3071,Advanced Continental Philosophy,First Semester,Undergraduate,6.0,In Person,2015
100,LAWS8218,Advanced Contracts,Spring Session,Postgraduate,6.0,In Person,2015
101,FINM8004,Advanced Corporate Finance,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
102,MATH3346,Advanced Data Mining,,Undergraduate,6.0,In Person,2015
103,COMP3420,Advanced Databases and Data Mining,First Semester,Undergraduate,6.0,In Person,2015
104,FINM3007,Advanced Derivatives Pricing and Applications,Second Semester,Undergraduate,6.0,In Person,2015
105,MATH3342,Advanced Differential Geometry,First Semester,Undergraduate,6.0,In Person,2015
106,EMSC8019,Advanced Earth Physics,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
107,PHIL3073,"Advanced Ethics, Social and Political Philosophy",Second Semester,Undergraduate,6.0,In Person,2015
108,BIOL3303,Advanced Field Studies in Functional Ecology,,Undergraduate,6.0,In Person,2015
109,ARCH8002,Advanced Field Training in Archaeological Science,Winter Session,Postgraduate,6.0,In Person,2015
110,LING3032,Advanced Forensic Linguistics: Forensic Voice and Text Comparison,Second Semester,Undergraduate,6.0,Blended,2015
111,MATH3343,Advanced Foundations of Mathematics,First Semester,Undergraduate,6.0,In Person,2015
112,FREN6508,Advanced French Topics,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
113,FREN3008,Advanced French Topics,First Semester,Undergraduate,6.0,In Person,2015
114,MATH3325,"Advanced Functional Analysis, Spectral theory and Applications",Second Semester,Undergraduate,6.0,In Person,2015
115,ACST8048,Advanced General Insurance,,Postgraduate,6.0,In Person,2015
116,EMSC8021,"Advanced Geochemistry, Petrology and Tectonics",First Semester/Second Semester,Postgraduate,6.0,In Person,2015
117,ACST8049,Advanced Global Retirement Income Systems,,Postgraduate,6.0,In Person,2015
118,INDN3012,Advanced Indonesian A In-Country,Summer Session/Winter Session,Undergraduate,6.0,In Person,2015
119,INDN3013,Advanced Indonesian B In-Country,Summer Session/Winter Session,Undergraduate,6.0,In Person,2015
120,ACST8045,Advanced Insurance,First Semester,Postgraduate,6.0,In Person,2015
121,LAWS2264,Advanced International Law,,Undergraduate,6.0,In Person,2015
122,FINM8006,Advanced Investments,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
123,ANTH8034,Advanced Issues in Anthropology,Second Semester,Postgraduate,12.0,In Person,2015
124,ITAL3016,Advanced Italian Topics in Language and Literary Studies,Second Semester,Undergraduate,6.0,In Person,2015
125,ITAL3015,"Advanced Italian Topics in Language, Culture and Society",First Semester,Undergraduate,6.0,In Person,2015
126,JPNS3006,Advanced Japanese:  Language in Context,,Undergraduate,6.0,In Person,2015
127,JPNS3005,Advanced Japanese: Issues in Contemporary Japan,Second Semester,Undergraduate,6.0,In Person,2015
128,JPNS6505,Advanced Japanese: Issues in Contemporary Japan,Second Semester,Postgraduate,6.0,In Person,2015
129,JPNS6506,Advanced Japanese: Language in Context,,Postgraduate,6.0,In Person,2015
130,JPNS3007,Advanced Japanese: Readings in Culture and Society,First Semester,Undergraduate,6.0,In Person,2015
131,JPNS6507,Advanced Japanese: Readings in Culture and Society,First Semester,Postgraduate,6.0,In Person,2015
132,JPNS3008,Advanced Japanese: Readings in Literature,,Undergraduate,6.0,In Person,2015
133,JPNS6508,Advanced Japanese: Readings in Literature,,Postgraduate,6.0,In Person,2015
134,LATN2125,Advanced Latin,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
135,LATN6125,Advanced Latin,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
136,LATN2118,Advanced Latin Q - Reading Course,Second Semester,Undergraduate,6.0,In Person,2015
137,ACST8047,Advanced Life Insurance,,Postgraduate,6.0,In Person,2015
138,BUSN3003,Advanced Management Accounting,,Undergraduate,6.0,In Person,2015
139,BUSN8003,Advanced Managerial Decision Making,,Postgraduate,6.0,In Person,2015
140,STAT7007,Advanced Marketing Research Methods,,Postgraduate,6.0,In Person,2015
141,STAT3005,Advanced Marketing Research Methods,,Undergraduate,6.0,In Person,2015
142,STAT8056,Advanced Mathematical Statistics,Second Semester,Postgraduate,6.0,In Person,2015
143,STAT3056,Advanced Mathematical Statistics,Second Semester,Undergraduate,6.0,In Person,2015
144,MATH1116,Advanced Mathematics and Applications  2,Second Semester,Undergraduate,6.0,In Person,2015
145,MATH1115,Advanced Mathematics and Applications 1,First Semester,Undergraduate,6.0,In Person,2015
146,LAWS8165,Advanced Military Administrative Law,,Postgraduate,9.0,In Person,2015
147,LAWS8164,Advanced Military Discipline Law,Winter Session,Postgraduate,9.0,In Person,2015
148,LAWS8166,Advanced Military Operations Law,Autumn Session,Postgraduate,6.0,In Person,2015
149,EXTN1014,Advanced Music (Classical) ANU,Autumn Session,Undergraduate,6.0,In Person,2015
150,EXTN1013,Advanced Music (Jazz) ANU,Autumn Session,Undergraduate,6.0,In Person,2015
151,EMSC8707,Advanced Natural Hazards,Second Semester,Postgraduate,6.0,In Person,2015
152,PERS3005,Advanced Persian A,First Semester,Undergraduate,6.0,In Person,2015
153,PERS6005,Advanced Persian A,First Semester,Postgraduate,6.0,In Person,2015
154,PERS6006,Advanced Persian B,Second Semester,Postgraduate,6.0,In Person,2015
155,PERS3006,Advanced Persian B,Second Semester,Undergraduate,6.0,In Person,2015
156,PHIL3062,Advanced Philosophical Topics A,,Undergraduate,6.0,In Person,2015
157,PHIL3063,Advanced Philosophical Topics B,,Undergraduate,6.0,In Person,2015
158,CHEM3202,Advanced Physical & Materials Chemistry,First Semester,Undergraduate,6.0,In Person,2015
159,LAWS8248,Advanced Principles of Competition Law,Spring Session,Postgraduate,6.0,In Person,2015
160,LAWS8183,Advanced Principles of International Law,Autumn Session/Winter Session,Postgraduate,6.0,In Person,2015
161,SKRT3108,Advanced Reading In South Asian Cultures,Second Semester,Undergraduate,6.0,Online or In Person,2015
162,CHIN6211,Advanced Readings in Chinese A,First Semester,Postgraduate,6.0,In Person,2015
163,CHIN3211,Advanced Readings in Chinese A,First Semester,Undergraduate,6.0,In Person,2015
164,CHIN6212,Advanced Readings in Chinese B,Second Semester,Postgraduate,6.0,In Person,2015
165,CHIN3212,Advanced Readings in Chinese B,Second Semester,Undergraduate,6.0,Online,2015
166,JPNS6027,Advanced Readings in Japanese Economy,First Semester,Undergraduate,6.0,In Person,2015
167,JPNS3027,Advanced Readings in Japanese Economy,First Semester,Undergraduate,6.0,In Person,2015
168,JPNS3023,Advanced Readings in Japanese History,Second Semester,Undergraduate,6.0,In Person,2015
169,JPNS6023,Advanced Readings in Japanese History,Second Semester,Postgraduate,6.0,In Person,2015
170,JPNS6025,Advanced Readings in Japanese Law,,Postgraduate,6.0,In Person,2015
171,JPNS3024,Advanced Readings in Japanese Law,,Undergraduate,6.0,In Person,2015
172,JPNS6026,Advanced Readings in Japanese: International Relations and Politics,,Postgraduate,6.0,In Person,2015
173,JPNS3026,Advanced Readings in Japanese: International Relations and Politics,,Undergraduate,6.0,In Person,2015
174,PHIL4011,Advanced Readings in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
175,JPNS6125,Advanced Readings in Science and Technology,,Postgraduate,6.0,In Person,2015
176,JPNS3025,Advanced Readings in Science and Technology,,Undergraduate,6.0,In Person,2015
177,SKRT6508,Advanced Readings in South Asian Cultures,Second Semester,Postgraduate,6.0,Online or In Person,2015
178,HIND3108,Advanced Readings in South Asian Cultures,Second Semester,Undergraduate,6.0,In Person,2015
179,HIND6108,Advanced Readings in South Asian Cultures,Second Semester,Postgraduate,6.0,In Person,2015
180,INDN6005,Advanced Readings in South East Asian Cultures,,Postgraduate,6.0,In Person,2015
181,INDN3005,Advanced Readings in Southeast Asian Culture,,Undergraduate,6.0,In Person,2015
182,THAI3008,Advanced Readings in Thai Language and Culture,Second Semester,Undergraduate,6.0,Online or In Person,2015
183,THAI6008,Advanced Readings in Thai Language and Culture,Second Semester,Postgraduate,6.0,Online or In Person,2015
184,PSYC3018,Advanced Research Methods,Second Semester,Undergraduate,6.0,In Person,2015
185,BIOL8702,Advanced Research Techniques,First Semester,Postgraduate,12.0,In Person,2015
186,SOCY8102,Advanced Social Research Methods,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
187,SPAN6510,Advanced Spanish II,First Semester,Postgraduate,6.0,In Person,2015
188,SPAN3031,Advanced Spanish Topics in Language and Linguistics,Second Semester,Undergraduate,6.0,In Person,2015
189,SPAN6509,Advanced Spanish Topics in Language and Linguistics,Second Semester,Postgraduate,6.0,In Person,2015
190,SPAN3030,Advanced Spanish topics in Language and Culture,First Semester,Undergraduate,6.0,In Person,2015
191,STAT3006,Advanced Stochastic Processes,,Undergraduate,6.0,In Person,2015
192,SCNC2101,Advanced Studies 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
193,ARTS1101,Advanced Studies 1: Thinking Research,First Semester,Undergraduate,6.0,In Person,2015
194,SCNC2102,Advanced Studies 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
195,ARTS1102,Advanced Studies 2: Doing Research,Second Semester,Undergraduate,6.0,In Person,2015
196,ARTS2101,Advanced Studies 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
197,SCNC2103,Advanced Studies 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
198,SCNC2104,Advanced Studies 4,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
199,ARTS2102,Advanced Studies 4,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
200,ARTS3101,Advanced Studies 5,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
201,SCNC3101,Advanced Studies 5,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
202,SCNC3102,Advanced Studies 6,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
203,ARTS3102,Advanced Studies 6,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
204,ASIA1114,Advanced Studies in Asia and the Pacific 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
205,ASIA2114,Advanced Studies in Asia and the Pacific 2,Summer Session/First Semester/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
206,ASIA3114,Advanced Studies in Asia and the Pacific 3,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Undergraduate,6.0,In Person,2015
207,STST3004,Advanced Study in Asia-Pacific Security,,Undergraduate,6.0,In Person,2015
208,LAWS8030,Advanced Succession Practice,Second Semester,Postgraduate,6.0,Online,2015
209,PHYS3002,Advanced Theoretical Physics,Second Semester,Undergraduate,6.0,In Person,2015
210,MATH3354,Advanced Topics in Algebra,Second Semester,Undergraduate,6.0,In Person,2015
211,COMP4620,Advanced Topics in Artificial Intelligence,Second Semester,Undergraduate,6.0,In Person,2015
212,COMP8620,Advanced Topics in Artificial intelligence,Second Semester,Postgraduate,6.0,In Person,2015
213,MATH3353,Advanced Topics in Bioinformatics,First Semester,Undergraduate,6.0,In Person,2015
214,ENGN8637,Advanced Topics in Communications and Signal Processing,First Semester,Postgraduate,6.0,In Person,2015
215,INFS8201,Advanced Topics in Information Systems Research,First Semester,Postgraduate,6.0,In Person,2015
216,COMP8670,Advanced Topics in Logic and Computation,Second Semester,Postgraduate,6.0,In Person,2015
217,MATH3351,Advanced Topics in Mathematical Physics,First Semester,Undergraduate,6.0,In Person,2015
218,ENGN8536,Advanced Topics in Mechatronics Systems,,Postgraduate,6.0,In Person,2015
219,PHIL4010,Advanced Topics in Philosophy,First Semester/Second Semester,Undergraduate,6.0,In Person,2015
220,ECON8901,"Advanced Topics in Poverty, Public Policy and Development",Second Semester,Postgraduate,6.0,In Person,2015
221,ENGN8527,Advanced Topics in Solar Energy Technologies,First Semester,Postgraduate,6.0,In Person,2015
222,COMP4680,Advanced Topics in Statistical Machine Learning,,Undergraduate,6.0,In Person,2015
223,COMP8650,Advanced Topics in Statistical Machine Learning,,Postgraduate,6.0,In Person,2015
224,LANG7000P,Advanced Translation Thesis,First Semester/Second Semester,Postgraduate,12.0,In Person,2015
225,LANG7000F,Advanced Translation Thesis,First Semester/Second Semester,Postgraduate,12.0,In Person,2015
226,LANG7001P,Advanced Translation and Commentary,First Semester/Second Semester,Postgraduate,12.0,In Person,2015
227,LANG7001F,Advanced Translation and Commentary,First Semester/Second Semester,Postgraduate,12.0,In Person,2015
228,TURK3001,Advanced Turkish A,First Semester,Undergraduate,6.0,In Person,2015
229,TURK6505,Advanced Turkish A,First Semester,Postgraduate,6.0,In Person,2015
230,TURK3002,Advanced Turkish B,Second Semester,Undergraduate,6.0,In Person,2015
231,TURK6506,Advanced Turkish B,Second Semester,Postgraduate,6.0,In Person,2015
232,EMSC8018,Advanced Water and Marine Geosciences,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
233,ASIA3026,Advanced topics in Asian Studies,Summer Session/Winter Session/Spring Session,Undergraduate,6.0,In Person,2015
234,BIOL6303,Advances Field Studies in Functional Ecology,,Postgraduate,6.0,In Person,2015
235,BIOL6107,Advances in Medical and Plant Biochemistry,First Semester,Postgraduate,6.0,In Person,2015
236,BIOL3107,Advances in Medical and Plant Biochemistry,First Semester,Undergraduate,6.0,In Person,2015
237,BIOL3177,Advances in Molecular Plant Science,First Semester,Undergraduate,6.0,In Person,2015
238,BIOL6177,Advances in Molecular Plant Science,First Semester,Postgraduate,6.0,In Person,2015
239,MKTG2033,Advertising,First Semester,Undergraduate,6.0,In Person,2015
240,LAWS8132,Advocacy,Winter Session,Postgraduate,6.0,In Person,2015
241,IDEC8018,Agricultural Economics and Resource Policy,Second Semester,Postgraduate,6.0,In Person,2015
242,IDEC8007,Aid and Development Policy,,Postgraduate,6.0,In Person,2015
243,CRIM2005,"Alcohol, Drugs and Crime: Promoting Health and Preventing Consequences",,Undergraduate,6.0,In Person,2015
244,ANCH2022,Alexander the Great and the Hellenistic World,First Semester,Undergraduate,6.0,In Person,2015
245,ASGS1005,Algebra,First Semester,Undergraduate,6.0,In Person,2015
246,MATH6118,"Algebra 1:  Groups, Rings and Advanced Linear Algebra",Second Semester,Postgraduate,6.0,In Person,2015
247,MATH6215,Algebra 2: Field extensions and Galois Theory,First Semester,Postgraduate,6.0,In Person,2015
248,MATH6216,Algebra 3: Advanced Topics in Algebra,Second Semester,Postgraduate,6.0,In Person,2015
249,ANUC1003,Algebra and Calculus Methods,Second Semester,Undergraduate,6.0,In Person,2015
250,MATH1003,Algebra and Calculus Methods,First Semester,Undergraduate,6.0,In Person,2015
251,MATH6204,Algebraic Topology,Second Semester,Postgraduate,6.0,In Person,2015
252,MATH4204,Algebraic Topology Honours,Second Semester,Undergraduate,6.0,In Person,2015
253,COMP6466,Algorithms,Second Semester,Postgraduate,6.0,In Person,2015
254,COMP3600,Algorithms,Second Semester,Undergraduate,6.0,In Person,2015
255,COMP8400,Algorithms and Techniques for Data Mining,First Semester,Postgraduate,6.0,In Person,2015
256,HIST6126,American Sixties,,Postgraduate,6.0,In Person,2015
257,HIST2126,American Sixties,,Undergraduate,6.0,In Person,2015
258,HIST2107,American Voices: Aspects of Social Thought in the United States,,Undergraduate,6.0,In Person,2015
259,HIST6107,"American Voices: Aspects of Social Thought in the United States, 1900-1990",,Postgraduate,6.0,In Person,2015
260,ARCH4001,An Introduction to Cultural and Environmental Heritage,First Semester,Undergraduate,6.0,In Person,2015
261,ARCH8104,An Introduction to Cultural and Environmental Heritage,First Semester,Postgraduate,6.0,In Person,2015
262,EMSC8012,An Introduction to Inverse Problems in the Earth Sciences,,Postgraduate,6.0,In Person,2015
263,POLS1007,An Introduction to Latin American Studies,Second Semester,Undergraduate,6.0,In Person,2015
264,PASI2020,An introduction to Languages of the Pacific,,Undergraduate,6.0,In Person,2015
265,PASI6020,An introduction to Languages of the Pacific,,Postgraduate,6.0,In Person,2015
266,MATH6110,Analysis 1: Metric spaces and Applications,First Semester,Postgraduate,6.0,In Person,2015
267,MATH6212,"Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces",First Semester/Second Semester,Postgraduate,6.0,In Person,2015
268,MATH6214,"Analysis 3: Functional Analysis, Spectral theory and Applications",Second Semester,Postgraduate,6.0,In Person,2015
269,BIOL6019,Analysis Tools for Population Genetics,,Postgraduate,6.0,In Person,2015
270,BIOL3159,Analysis Tools for Population Genetics,,Undergraduate,6.0,In Person,2015
271,BUSN8007,Analysis of Financial Reporting,First Semester,Postgraduate,6.0,In Person,2015
272,BIAN6518,Analysis of Mammalian Remains,,Postgraduate,6.0,In Person,2015
273,BIAN3016,Analysis of Mammalian Remains,,Undergraduate,6.0,In Person,2015
274,POPH8313,Analysis of Public Health Data,Second Semester,Postgraduate,6.0,In Person,2015
275,POPH8913,Analysis of Public Health Data,,Research,6.0,In Person,2015
276,EMSC8022,Analytical Techniques,First Semester/Second Semester,Postgraduate,6.0,In Person,2015
277,ANCH1013,Ancient Athens: democracy and empire,First Semester,Undergraduate,6.0,In Person,2015
278,GREK4005P,Ancient Greek IV Honours,First Semester/Second Semester,Undergraduate,12.0,In Person,2015
279,GREK4005F,Ancient Greek IV Honours,First Semester/Second Semester,Undergraduate,12.0,In Person,2015
280,BIAN3125,Ancient Health & Disease,,Undergraduate,6.0,In Person,2015
281,BIAN6512,Ancient Health & Disease,,Postgraduate,6.0,In Person,2015
282,ANCH4005P,Ancient History IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2015
283,ANCH4005F,Ancient History IV Honours (S),First Semester/Second Semester,Undergraduate,12.0,In Person,2015
284,BIAN2130,Ancient Medicine,,Undergraduate,6.0,In Person,2015
285,BIAN6519,Ancient Medicine,,Postgraduate,6.0,In Person,2015
286,ANCH6013,Ancient World in Film,,Postgraduate,6.0,In Person,2015
287,ANCH2021,Ancient World in Film,,Undergraduate,6.0,In Person,2015
288,LAWS6234,Animals & the Law,,Postgraduate,6.0,Online,2015
